id_acident	data	hora	tipo_acide	cadloga	cadlogb	x	y
D111500967	08/11/2015	8	CT	35211	NULL	-46.54535	-23.554108
D111500968	12/11/2015	1715	CO	17810	NULL	-46.671226	-23.578958
D111500969	28/11/2015	1410	CO	27358	NULL	-46.70813	-23.481847
D111500970	26/11/2015	1855	AT	15105	NULL	-46.60124	-23.508205
D111500971	22/11/2015	1736	CT	98349	NULL	-46.446926	-23.631006
D111500972	03/11/2015	2342	CH	999	17518	-46.678078	-23.613047
D111500973	02/11/2015	121	CH	11391	NULL	-46.749547	-23.706023
D111500974	15/11/2015	420	CO	8367	NULL	-46.40614	-23.503854
D111500975	20/11/2015	1957	CF	16443	NULL	-46.400719	-23.54749
D111500976	25/11/2015	1903	CL	10503	9856	-46.524317	-23.564963
D111500977	12/11/2015	2023	CO	9420	NULL	-46.697774	-23.495554
D111500978	15/11/2015	1000	CO	4079	11406	-46.750754	-23.416316
D111500979	23/11/2015	530	CO	16339	NULL	-46.780392	-23.642139
D111500980	09/11/2015	2140	CO	6013	7383	-46.63512	-23.590742
D111500981	21/11/2015	500	CO	15239	5618	-46.614086	-23.653357
D111500982	27/11/2015	1744	CL	2185	NULL	-46.411361	-23.497747
D111500983	12/11/2015	110	AT	7497	NULL	-46.585909	-23.594041
D111500984	14/11/2015	910	AT	15425	NULL	-46.676703	-23.470863
D111500985	06/11/2015	2043	CO	19958	NULL	-46.610719	-23.555913
D111500986	25/11/2015	610	AT	331	NULL	-46.604991	-23.583964
D111500987	13/11/2015	800	AT	16511	19100	-46.6674	-23.615581
D111500988	19/11/2015	910	QD	9529	NULL	-46.797046	-23.682284
D111500989	07/11/2015	2130	CO	9006	NULL	-46.580885	-23.463835
D111500990	05/11/2015	1800	CO	18295	NULL	-46.396619	-23.495943
D111500991	28/11/2015	1340	CP	19884	NULL	-46.626287	-23.4882
D111500992	21/11/2015	2345	CH	5309	NULL	-46.742399	-23.568875
D111500994	19/11/2015	8	CO	17563	10152	-46.444972	-23.552099
D111500995	20/11/2015	1840	AT	17824	NULL	-46.488909	-23.612973
D111500996	06/11/2015	1630	SI	3813	NULL	-46.661372	-23.495846
D111500997	20/11/2015	1719	CO	852	NULL	-46.661512	-23.692687
D111500998	10/11/2015	530	CO	15507	NULL	-46.715614	-23.7597
D111500999	02/11/2015	2058	SI	61150	NULL	-46.781741	-23.698041
D111501000	20/11/2015	1340	AT	20688	NULL	-46.6672	-23.482167
D111501001	25/11/2015	1400	CF	351	5327	-46.621912	-23.480107
D111501002	14/11/2015	925	AT	9580	NULL	-46.500005	-23.550363
D111501003	13/11/2015	2200	CO	69897	NULL	-46.421535	-23.523202
D111501004	06/11/2015	1559	CL	7592	NULL	-46.658552	-23.475094
D111501005	16/11/2015	630	CT	15507	NULL	-46.71562	-23.759532
D111501006	10/11/2015	900	AT	35655	NULL	-46.637466	-23.556069
D111501007	27/11/2015	1710	SI	19844	NULL	-46.707579	-23.663633
D111501008	07/11/2015	500	CO	9046	NULL	-46.413276	-23.560054
D111501009	04/11/2015	1840	QM	18151	NULL	-46.605286	-23.470408
D111501010	12/11/2015	1220	CO	18607	NULL	-46.669567	-23.586574
D111501011	19/11/2015	920	CO	16919	NULL	-46.682306	-23.566613
D111501012	23/11/2015	1740	CL	20066	NULL	-46.663124	-23.491221
D111501013	12/11/2015	1933	CV	19708	NULL	-46.550048	-23.583202
D111501014	09/11/2015	1141	SI	16028	NULL	-46.655748	-23.555579
D111501015	12/11/2015	1840	SI	7645	NULL	-46.545033	-23.534216
D111501016	12/11/2015	1955	AT	63073	NULL	-46.495038	-23.607011
D111501017	16/11/2015	608	QM	16339	NULL	-46.775813	-23.635453
D111501018	27/11/2015	500	QM	46876	NULL	-46.709893	-23.75874
D111501019	27/11/2015	1930	CO	5705	NULL	-46.591971	-23.486253
D111501020	13/11/2015	2235	CO	14366	NULL	-46.519498	-23.576593
D111501021	18/11/2015	640	QM	543	NULL	-46.604121	-23.549423
D111501022	14/11/2015	1330	AT	17507	NULL	-46.651132	-23.522849
D111501023	13/11/2015	2130	AT	15507	2483	-46.699137	-23.717757
D111501024	30/11/2015	1850	CT	19931	NULL	-46.661238	-23.625054
D111501025	26/11/2015	1110	CO	2181	2808	-46.535361	-23.541634
D111501026	05/11/2015	1040	QM	46544	NULL	-46.750402	-23.645499
D111501027	17/11/2015	2130	CL	1586	1243	-46.704414	-23.648547
D111501028	23/11/2015	2150	QD	4128	NULL	-46.535162	-23.508622
D111501030	09/11/2015	540	TB	6238	NULL	-46.705672	-23.668081
D111501031	24/11/2015	1801	AT	14782	NULL	-46.549133	-23.545204
D111501032	25/11/2015	2200	SI	7764	NULL	-46.64143	-23.680511
D111501033	28/11/2015	830	CT	36081	NULL	-46.549606	-23.533658
D111501034	19/11/2015	2023	CO	13294	NULL	-46.475886	-23.558268
D111501035	14/11/2015	2240	CF	14242	16033	-46.635519	-23.490135
D111501036	09/11/2015	1340	AT	1085	NULL	-46.705588	-23.630032
D111501037	19/11/2015	2302	AT	4596	NULL	-46.664149	-23.645616
D111501038	08/11/2015	1240	CO	9529	NULL	-46.76346	-23.656702
D111501039	12/11/2015	720	CO	28818	NULL	-46.726166	-23.516011
D111501040	04/11/2015	330	CH	2483	NULL	-46.712599	-23.679501
D111501042	08/11/2015	2015	QM	76384	NULL	-46.728863	-23.452545
D111501043	03/11/2015	1700	CO	24338	8955	-46.572526	-23.582952
D111501044	26/11/2015	1000	CL	2484	NULL	-46.673577	-23.563514
D111501045	27/11/2015	1610	CO	17629	NULL	-46.583992	-23.530713
D111501046	21/11/2015	315	CO	9529	NULL	-46.770954	-23.660386
D111501047	24/11/2015	1530	CH	14343	14196	-46.553766	-23.569906
D111501048	09/11/2015	1750	CL	6238	NULL	-46.699452	-23.675271
D111501049	14/11/2015	2228	QF	63002	NULL	-46.647173	-23.77669
D111501050	01/11/2015	59	QM	41394	4219	-46.6157	-23.508126
D111501052	18/11/2015	1235	AT	42030	NULL	-46.790069	-23.451992
D111501053	01/11/2015	1300	CO	28944	NULL	-46.525169	-23.578337
D111501054	21/11/2015	2120	CO	19708	NULL	-46.562516	-23.581649
D111501055	26/11/2015	2340	CO	18561	NULL	-46.7412	-23.62263
D111501056	27/11/2015	1620	CL	17279	NULL	-46.549354	-23.521047
D111501057	08/11/2015	1230	CO	8853	15087	-46.642076	-23.608065
D111501058	15/11/2015	1450	CO	9191	NULL	-46.64745	-23.560252
D111501059	15/11/2015	2300	CL	11250	NULL	-46.595888	-23.45119
D111501060	11/11/2015	2350	CL	14393	8670	-46.497292	-23.522717
D111501061	21/11/2015	2030	AA	11004	NULL	-46.697306	-23.485631
D111501062	08/11/2015	2030	AT	8567	NULL	-46.539721	-23.578845
D111501063	17/11/2015	1900	CT	6238	NULL	-46.725267	-23.643965
D111501064	05/11/2015	654	AT	6450	NULL	-46.672074	-23.503541
D111501065	04/11/2015	1300	QF	48618	NULL	-46.787458	-23.440183
D111501066	27/11/2015	900	CO	7664	NULL	-46.633542	-23.55419
D111501067	11/11/2015	2210	AT	35508	NULL	-46.779805	-23.693946
D111501068	02/11/2015	1700	CL	75359	NULL	-46.674167	-23.455559
D111501069	26/11/2015	2230	CO	3813	NULL	-46.668105	-23.503975
D111501070	05/11/2015	1345	CO	9806	7552	-46.453255	-23.53191
D111501071	15/11/2015	2030	CH	5947	15626	-46.706623	-23.501995
D111501072	12/11/2015	2227	CO	10622	10810	-46.607323	-23.514457
D111501073	17/11/2015	1730	CO	19574	NULL	-46.709704	-23.631797
D111501074	22/11/2015	2130	QD	12156	NULL	-46.47326	-23.543549
D111501075	02/11/2015	1330	AT	7500	NULL	-46.723931	-23.586625
D111501077	02/11/2015	705	CT	12372	17507	-46.650691	-23.523165
D111501078	20/11/2015	1340	AT	11653	NULL	-46.567096	-23.573391
D111501079	23/11/2015	1800	AT	5567	NULL	-46.624903	-23.503001
D111501080	24/11/2015	700	AT	23087	NULL	-46.630662	-23.545009
D111501081	28/11/2015	600	CP	6238	NULL	-46.69765	-23.607397
D111501082	02/11/2015	607	CH	98750	NULL	NULL	NULL
D111501083	08/11/2015	1815	CO	15160	NULL	-46.611834	-23.613915
D111501084	13/11/2015	2008	CO	4775	NULL	-46.57521	-23.502749
D111501086	16/11/2015	250	CO	13881	NULL	-46.4931	-23.508335
D111501087	19/11/2015	1530	QM	2181	NULL	-46.545762	-23.538679
D111501088	14/11/2015	1059	AT	17010	NULL	-46.633198	-23.63965
D111501089	13/11/2015	1610	CL	19931	NULL	-46.664526	-23.628872
D111501090	21/11/2015	705	CO	15656	NULL	-46.651716	-23.565333
D111501091	28/11/2015	2200	QM	12075	NULL	-46.602027	-23.649204
D111501092	19/11/2015	1540	CO	63084	NULL	-46.736081	-23.628785
D111501093	03/11/2015	1746	CL	4817	NULL	-46.710501	-23.643578
D111501094	17/11/2015	23	CO	13789	11098	-46.528344	-23.538247
D111501095	05/11/2015	1120	AT	13671	6940	-46.477025	-23.609717
D111501096	15/11/2015	730	CH	2850	NULL	-46.78382	-23.718625
D111501097	16/11/2015	2250	AT	3637	NULL	-46.653123	-23.513153
D111501098	28/11/2015	2200	CO	61252	NULL	-46.535665	-23.603038
D111501099	09/11/2015	1940	AT	99300	NULL	-46.394588	-23.592002
D111501100	13/11/2015	947	AT	9646	3614	-46.659314	-23.538677
D111501101	30/11/2015	650	CO	3771	NULL	-46.675131	-23.457876
D111501102	14/11/2015	1942	CO	2497	NULL	-46.657277	-23.555457
D111501103	06/11/2015	830	CO	3509	NULL	-46.683711	-23.753172
D111501104	05/11/2015	2230	SI	44645	27910	-46.641137	-23.476617
D111501105	09/11/2015	1130	SI	17824	NULL	-46.51087	-23.602309
D111501106	23/11/2015	914	AT	9596	19516	-46.620415	-23.528716
D111501107	26/11/2015	2130	QD	20048	NULL	-46.661671	-23.675539
D111501108	20/11/2015	1030	AT	16870	NULL	-46.617005	-23.543385
D111501109	07/11/2015	2200	CF	22161	22102	-46.463794	-23.612028
D111501110	10/11/2015	410	CO	31919	41023	-46.695621	-23.613448
D111501111	05/11/2015	1500	AT	1163	NULL	-46.525591	-23.612275
D111501112	07/11/2015	717	CH	21253	NULL	-46.473733	-23.531305
D111501113	24/11/2015	1950	CL	4573	NULL	-46.576176	-23.495407
D111501114	16/11/2015	429	AT	9134	NULL	-46.514616	-23.575443
D111501115	22/11/2015	2240	CH	27577	NULL	-46.789149	-23.448632
D111501117	22/11/2015	505	CP	46936	NULL	-46.455824	-23.51835
D111501118	19/11/2015	2040	SI	3509	NULL	-46.687943	-23.74841
D111501119	09/11/2015	740	AT	4543	NULL	-46.592024	-23.553952
D111501120	19/11/2015	1705	QM	27099	NULL	-46.590346	-23.527724
D111501121	21/11/2015	2230	CO	15369	4269	-46.668538	-23.611945
D111501122	19/11/2015	1325	CO	6239	NULL	-46.553688	-23.563856
D111501123	18/11/2015	652	AT	19617	NULL	-46.599444	-23.646493
D111501124	01/11/2015	2042	AT	12457	NULL	-46.610511	-23.520501
D111501125	26/11/2015	1845	CO	22723	NULL	-46.445956	-23.59898
D111501126	26/11/2015	900	AT	22555	NULL	-46.445784	-23.527272
D111501127	15/11/2015	1730	AT	44885	NULL	-46.669042	-23.526877
D111501128	09/11/2015	610	CH	8367	NULL	-46.410738	-23.5030
D111501129	23/11/2015	1650	CO	10198	NULL	-46.712041	-23.643979
D111501130	23/11/2015	724	CV	19768	NULL	-46.602589	-23.54118
D111501131	04/11/2015	631	AT	9529	NULL	-46.785662	-23.669725
D111501132	27/11/2015	1215	CO	8502	NULL	-46.73495	-23.664712
D111501133	03/11/2015	750	CL	185	NULL	-46.584016	-23.544253
D111501134	18/11/2015	718	CO	11137	NULL	-46.637367	-23.53467
D111501135	20/11/2015	10	SI	2235	NULL	-46.633979	-23.669401
D111501136	06/11/2015	1410	AT	11922	NULL	-46.62768	-23.582733
D111501137	13/11/2015	1800	AT	4736	NULL	-46.581454	-23.535507
D111501138	10/11/2015	844	AT	4502	NULL	-46.541442	-23.547513
D111501139	18/11/2015	1700	CO	9580	NULL	-46.492821	-23.553851
D111501140	22/11/2015	1130	AT	69426	NULL	-46.511193	-23.50171
D111501141	03/11/2015	2315	AT	7500	NULL	-46.723931	-23.586625
D111501142	09/11/2015	1730	CL	15507	NULL	-46.699734	-23.711854
D111501143	01/11/2015	1304	AT	16339	NULL	-46.779785	-23.645931
D111501144	05/11/2015	1220	QM	17478	NULL	-46.651856	-23.602723
D111501145	23/11/2015	1550	CO	1162	NULL	-46.647858	-23.538207
D111501146	27/11/2015	1030	CO	10025	NULL	-46.506354	-23.517536
D111501147	04/11/2015	1119	AT	5567	NULL	-46.625355	-23.507395
D111501148	28/11/2015	1505	CF	36045	NULL	-46.74011	-23.841832
D111501149	13/11/2015	1248	AT	553	NULL	-46.636605	-23.579894
D111501150	29/11/2015	400	CH	36664	NULL	-46.467803	-23.499834
D111501151	08/11/2015	540	AT	42369	NULL	-46.536501	-23.498743
D111501152	10/11/2015	1600	AT	6897	16263	-46.692912	-23.567743
D111501153	24/11/2015	1142	AT	10101	NULL	-46.649191	-23.53752
D111501154	14/11/2015	1217	CO	9104	15548	-46.713586	-23.690143
D111501155	20/11/2015	1800	CO	4118	NULL	-46.568592	-23.480146
D111501156	30/11/2015	1830	AT	5606	NULL	-46.667549	-23.658261
D111501157	12/11/2015	650	CO	15507	NULL	-46.698475	-23.729621
D111501158	29/11/2015	1940	QD	17478	NULL	-46.651357	-23.604039
D111501159	14/11/2015	1502	CO	22275	NULL	-46.507615	-23.61866
D111501160	18/11/2015	1600	AT	45563	NULL	-46.403826	-23.597556
D111501161	23/11/2015	2040	QF	14948	NULL	-46.521786	-23.565262
D111501162	16/11/2015	818	CO	20839	NULL	-46.735676	-23.542631
D111501163	25/11/2015	1100	AT	45819	NULL	-46.573768	-23.448665
D111501164	14/11/2015	2030	SI	9032	18777	-46.628978	-23.55795
D111501165	15/11/2015	900	CO	1967	NULL	-46.562313	-23.55237
D111501166	17/11/2015	2100	CO	18886	3912	-46.679453	-23.606715
D111501167	05/11/2015	1017	AT	17820	NULL	-46.411406	-23.495553
D111501169	20/11/2015	655	QM	66	NULL	-46.627827	-23.609142
D111501170	24/11/2015	1859	CT	11665	NULL	-46.69534	-23.465483
D111501171	22/11/2015	1800	CT	46936	NULL	-46.445305	-23.595335
D111501172	25/11/2015	1330	AT	16443	NULL	-46.393616	-23.554387
D111501173	20/11/2015	745	AT	16581	NULL	-46.636372	-23.53075
D111501174	15/11/2015	610	CO	62397	NULL	-46.714369	-23.435347
D111501175	25/11/2015	829	CO	21629	NULL	-46.748179	-23.505408
D111501176	27/11/2015	2342	AT	11000	NULL	-46.440228	-23.497747
D111501177	14/11/2015	1700	CL	70483	NULL	-46.744228	-23.679227
D111501178	20/11/2015	1554	AT	33464	NULL	-46.543725	-23.57047
D111501179	09/11/2015	2240	SI	21876	NULL	-46.630622	-23.515396
D111501180	25/11/2015	1915	CL	7237	4621	-46.691672	-23.608989
D111501181	15/11/2015	1049	CO	9276	17115	-46.639014	-23.541121
D111501182	05/11/2015	610	SI	7703	NULL	-46.550558	-23.509625
D111501183	16/11/2015	1705	CO	1429	NULL	-46.786549	-23.438969
D111501184	27/11/2015	1855	CO	19583	NULL	-46.639918	-23.566346
D111501185	14/11/2015	1046	AT	16725	NULL	-46.63069	-23.540438
D111501186	24/11/2015	55	CH	14948	NULL	-46.519573	-23.562167
D111501187	16/11/2015	1300	CO	5910	NULL	-46.667707	-23.596961
D111501188	06/11/2015	1320	CL	36284	NULL	-46.699354	-23.490583
D111501189	09/11/2015	555	AT	14146	10436	-46.670179	-23.537763
D111501190	06/11/2015	1000	OU	6450	NULL	-46.673295	-23.480238
D111501191	02/11/2015	1530	AT	7500	NULL	-46.723931	-23.586625
D111501192	10/11/2015	1706	CO	4561	NULL	-46.638759	-23.521949
D111501193	16/11/2015	1623	CO	8614	NULL	-46.620283	-23.57628
D111501194	01/11/2015	1130	QM	47022	NULL	-46.461776	-23.546009
D111501195	24/11/2015	1530	CL	21125	66484	-46.732222	-23.62839
D111501196	17/11/2015	650	CO	13881	NULL	-46.515439	-23.51285
D111501197	21/11/2015	900	AT	22555	NULL	-46.446354	-23.527854
D111501198	26/11/2015	749	CV	4568	NULL	-46.634947	-23.570889
D111501199	14/11/2015	1540	CL	2235	9269	-46.646344	-23.632112
D111501200	26/11/2015	1938	CO	14741	NULL	-46.71896	-23.478578
D111501201	14/11/2015	2117	SI	2099	NULL	-46.584334	-23.513988
D111501202	11/11/2015	1940	QD	8944	NULL	-46.670309	-23.612029
D111501203	14/11/2015	2340	QM	20175	NULL	-46.769543	-23.686602
D111501204	20/11/2015	22	CL	14703	NULL	-46.448329	-23.500923
D111501205	03/11/2015	1815	CO	6810	NULL	-46.701543	-23.670346
D111501206	05/11/2015	938	AT	6651	NULL	-46.6630	-23.571576
D111501207	08/11/2015	1850	AT	7061	NULL	-46.568536	-23.43589
D111501208	16/11/2015	800	AT	14804	NULL	-46.648753	-23.55429
D111501209	10/11/2015	2110	CT	10614	NULL	-46.624506	-23.574398
D111501210	09/11/2015	853	AT	3231	NULL	-46.645749	-23.543415
D111501211	18/11/2015	1820	SI	12993	NULL	-46.385711	-23.484937
D111501212	13/11/2015	1330	CO	5245	NULL	-46.649934	-23.54869
D111501213	15/11/2015	1526	CL	20048	NULL	-46.654896	-23.680689
D111501214	24/11/2015	658	AT	15507	NULL	-46.699054	-23.714497
D111501215	06/11/2015	2200	AT	3813	20066	-46.661384	-23.49542
D111501216	27/11/2015	2330	CO	17820	NULL	-46.394988	-23.49757
D111501217	22/11/2015	200	AT	331	NULL	-46.605922	-23.571871
D111501218	18/11/2015	1527	AT	99374	NULL	-46.750273	-23.413652
D111501219	02/11/2015	2130	AT	16006	NULL	-46.624658	-23.525964
D111501220	19/11/2015	1750	QM	46670	NULL	-46.61895	-23.627373
D111501221	10/11/2015	1124	CO	7645	NULL	-46.557108	-23.536853
D111501222	14/11/2015	1239	CO	18151	NULL	-46.602755	-23.458341
D111501223	13/11/2015	1030	OU	14947	NULL	-46.658044	-23.532849
D111501224	16/11/2015	1830	SI	17772	NULL	-46.772135	-23.666849
D111501225	26/11/2015	2213	CO	8253	NULL	-46.586012	-23.458806
D111501226	25/11/2015	800	QD	10918	NULL	-46.683246	-23.62566
D111501227	21/11/2015	2334	AT	9529	NULL	-46.799564	-23.684807
D111501228	28/11/2015	445	CP	543	NULL	-46.604188	-23.549615
D111501229	11/11/2015	2140	AT	17820	NULL	-46.391874	-23.495929
D111501230	21/11/2015	355	CH	15822	NULL	-46.629945	-23.575399
D111501231	30/11/2015	1920	CO	24338	NULL	-46.52892	-23.600482
D111501232	18/11/2015	900	CO	4781	NULL	-46.70421	-23.540236
D111501233	09/11/2015	1650	AT	36336	NULL	-46.505296	-23.619111
D111501234	10/11/2015	1016	AT	9078	NULL	-46.656412	-23.481373
D111501235	09/11/2015	709	CO	6856	NULL	-46.623818	-23.50047
D111501236	17/11/2015	1745	AT	24338	NULL	-46.540311	-23.593814
D111501237	06/11/2015	1400	QD	19705	NULL	-46.646083	-23.700169
D111501238	03/11/2015	2335	CO	19475	NULL	-46.59052	-23.495401
D111501239	14/11/2015	900	CT	19713	NULL	-46.611482	-23.523865
D111501240	19/11/2015	817	CO	4918	NULL	-46.526518	-23.602353
D111501241	15/11/2015	2100	QD	42220	NULL	-46.587445	-23.439551
D111501242	25/11/2015	1844	AT	5762	NULL	-46.599582	-23.601009
D111501243	06/11/2015	1700	CO	9084	NULL	-46.456593	-23.51591
D111501244	10/11/2015	910	AT	1444	NULL	-46.64912	-23.697778
D111501245	26/11/2015	1720	AT	9580	NULL	-46.489806	-23.554312
D111501246	09/11/2015	1240	AT	15426	NULL	-46.648596	-23.469918
D111501247	25/11/2015	1907	AT	14445	NULL	-46.547378	-23.567519
D111501248	09/11/2015	2040	QD	4775	NULL	-46.578241	-23.507344
D111501249	14/11/2015	1930	CO	12436	NULL	-46.698941	-23.509379
D111501250	01/11/2015	1456	CO	6917	NULL	-46.602051	-23.611766
D111501251	25/11/2015	630	CO	7500	NULL	-46.723931	-23.586625
D111501252	03/11/2015	725	CO	2181	8608	-46.525869	-23.547631
D111501253	24/11/2015	1315	CO	1702	NULL	-46.517066	-23.530034
D111501254	26/11/2015	800	AT	78707	NULL	-46.561403	-23.559701
D111501255	06/11/2015	1230	CO	8367	NULL	-46.406948	-23.503727
D111501256	05/11/2015	1840	CL	831	NULL	-46.752165	-23.544125
D111501257	29/11/2015	1930	CO	34682	65618	-46.766435	-23.640244
D111501258	21/11/2015	1840	CO	9078	NULL	-46.650688	-23.491084
D111501259	07/11/2015	2000	AT	8416	NULL	-46.641902	-23.609893
D111501260	04/11/2015	1230	AT	4070	NULL	-46.665304	-23.570859
D111501261	20/11/2015	1237	CO	98904	NULL	-46.559901	-23.521247
D111501262	28/11/2015	430	CO	7500	NULL	-46.723931	-23.586625
D111501263	05/11/2015	720	CO	2235	NULL	-46.636856	-23.668086
D111501264	16/11/2015	130	CH	5213	NULL	-46.589037	-23.49936
D111501265	23/11/2015	1455	AT	998	NULL	-46.679229	-23.614371
D111501266	28/11/2015	830	CO	12403	NULL	-46.734824	-23.669371
D111501267	18/11/2015	1953	AT	14325	NULL	-46.407294	-23.548463
D111501268	07/11/2015	33	CO	43777	18724	-46.527019	-23.513998
D111501269	16/11/2015	1522	CO	13789	11098	-46.528344	-23.538247
D111501270	04/11/2015	1720	CO	41445	NULL	-46.672494	-23.682138
D111501271	30/11/2015	715	QM	14213	NULL	-46.622336	-23.554059
D111501272	19/11/2015	1630	QM	16652	NULL	-46.39841	-23.509292
D111501273	12/11/2015	1900	QM	5947	NULL	-46.70737	-23.497103
D111501274	25/11/2015	1329	AT	5990	NULL	-46.577038	-23.542106
D111501275	06/11/2015	2214	CO	9836	NULL	-46.745711	-23.557944
D111501276	14/11/2015	1100	AT	50470	NULL	-46.434978	-23.510326
D111501277	06/11/2015	2130	AT	3169	NULL	-46.417859	-23.541234
D111501278	28/11/2015	1755	CO	5618	NULL	-46.613949	-23.649521
D111501279	09/11/2015	1540	CL	719	2720	-46.633877	-23.500287
D111501280	19/11/2015	300	AT	16593	NULL	-46.634878	-23.542429
D111501281	03/11/2015	922	AT	13195	NULL	-46.480065	-23.60454
D111501282	11/11/2015	1208	SI	17799	37387	-46.627559	-23.504238
D111501283	06/11/2015	1915	CO	13014	NULL	-46.723265	-23.637213
D111501284	18/11/2015	1500	AT	98750	NULL	NULL	NULL
D111501285	10/11/2015	2030	CO	6238	NULL	-46.728576	-23.548753
D111501286	01/11/2015	727	CH	16838	NULL	-46.73512	-23.409407
D111501287	01/11/2015	520	QM	10945	NULL	-46.613232	-23.444129
D111501288	14/11/2015	2310	QM	35497	NULL	-46.779809	-23.68558
D111501289	08/11/2015	1615	CO	2878	NULL	-46.508751	-23.589975
D111501290	01/11/2015	215	CL	9046	NULL	-46.4163	-23.574811
D111501291	19/11/2015	1111	CO	11587	NULL	-46.766994	-23.661383
D111501292	13/11/2015	235	CO	11780	13854	-46.719748	-23.529858
D111501293	11/11/2015	1955	AT	25707	NULL	-46.484725	-23.572705
D111501294	19/11/2015	610	QM	20048	NULL	-46.665459	-23.673951
D111501295	04/11/2015	1100	CL	16594	NULL	-46.550766	-23.560365
D111501296	11/11/2015	1541	CH	70981	NULL	-46.781108	-23.577363
D111501297	10/11/2015	840	AT	5565	NULL	-46.654167	-23.520416
D111501298	25/11/2015	1340	CO	17320	NULL	-46.652296	-23.666707
D111501299	24/11/2015	2037	AT	30176	NULL	-46.791153	-23.598345
D111501300	08/11/2015	2005	CL	34682	9529	-46.754477	-23.64861
D111501301	18/11/2015	2150	QB	10916	NULL	-46.714465	-23.49638
D111501302	19/11/2015	1500	AT	12910	NULL	-46.608951	-23.588579
D111501303	05/11/2015	727	SI	9078	NULL	-46.662965	-23.477792
D111501304	11/11/2015	1230	CL	74592	NULL	-46.55959	-23.610844
D111501305	10/11/2015	1200	AT	14531	NULL	-46.656074	-23.60355
D111501306	09/11/2015	2000	CL	26987	NULL	-46.738469	-23.514549
D111501307	28/11/2015	900	CH	3064	NULL	-46.59414	-23.502951
D111501308	15/11/2015	1848	AT	9723	NULL	-46.656366	-23.508285
D111501309	16/11/2015	820	QD	6939	NULL	-46.718505	-23.481661
D111501310	25/11/2015	550	CO	9512	NULL	-46.579092	-23.489642
D111501311	07/11/2015	2220	QM	1702	NULL	-46.518581	-23.530768
D111501312	07/11/2015	1421	AT	69965	NULL	-46.463989	-23.632424
D111501313	11/11/2015	1205	AT	17820	NULL	-46.443869	-23.494057
D111501314	07/11/2015	130	CO	64441	NULL	-46.733883	-23.653885
D111501315	19/11/2015	1600	CT	19713	NULL	-46.611482	-23.523865
D111501316	06/11/2015	1000	AT	7835	NULL	-46.73656	-23.531759
D111501317	19/11/2015	2040	CO	19931	NULL	-46.667527	-23.629719
D111501318	01/11/2015	410	CH	17820	NULL	-46.433146	-23.49574
D111501319	27/11/2015	1530	AT	42464	NULL	-46.672225	-23.822828
D111501320	12/11/2015	2255	QM	8483	NULL	-46.747575	-23.604535
D111501321	15/11/2015	500	CH	12403	NULL	-46.750477	-23.676356
D111501322	20/11/2015	617	QM	2483	NULL	-46.714615	-23.685001
D111501323	19/11/2015	2230	CO	14767	NULL	-46.613358	-23.475008
D111501324	30/11/2015	752	AT	13671	NULL	-46.488001	-23.595953
D111501325	29/11/2015	1457	SI	35497	NULL	-46.776797	-23.679282
D111501326	20/11/2015	1430	AT	15425	NULL	-46.677394	-23.469067
D111501327	12/11/2015	1220	CF	74160	NULL	-46.781105	-23.680852
D111501328	10/11/2015	2227	CO	18119	NULL	-46.696026	-23.631702
D111501329	29/11/2015	1021	CF	27955	NULL	-46.790083	-23.423066
D111501330	30/11/2015	530	AT	22555	NULL	-46.439796	-23.526309
D111501331	05/11/2015	1558	CO	64818	NULL	-46.517614	-23.544242
D111501332	18/11/2015	1610	QD	10376	NULL	-46.632988	-23.552704
D111501333	11/11/2015	1510	CO	5195	8000	-46.711079	-23.59987
D111501334	30/11/2015	1505	QD	5947	27358	-46.710258	-23.489179
D111501336	17/11/2015	2040	CO	8367	NULL	-46.407435	-23.503613
D111501337	26/11/2015	2035	CT	12156	12461	-46.49069	-23.535931
D111501338	27/11/2015	1620	QD	2484	NULL	-46.67596	-23.56621
D111501339	19/11/2015	910	CO	9836	19092	-46.738557	-23.549682
D111501340	01/11/2015	1400	CO	17824	NULL	-46.449067	-23.622692
D111501341	12/11/2015	530	AT	17824	NULL	-46.468462	-23.618536
D111501342	12/11/2015	2	CL	6656	NULL	-46.481887	-23.544084
D111501343	07/11/2015	1311	CO	13605	NULL	-46.689022	-23.506927
D111501344	29/11/2015	1700	CL	11982	NULL	-46.57531	-23.469862
D111501345	07/11/2015	2230	CT	33015	NULL	-46.720333	-23.773007
D111501346	24/11/2015	1000	CO	76059	12872	-46.458168	-23.563468
D111501347	07/11/2015	1142	AT	62188	NULL	-46.505524	-23.618406
D111501348	23/11/2015	1758	CO	11465	NULL	-46.614619	-23.613419
D111501349	27/11/2015	1640	CO	9420	NULL	-46.697683	-23.495597
D111501350	10/11/2015	10	QV	62993	NULL	-46.762234	-23.637477
D111501351	30/11/2015	2230	CO	10022	NULL	-46.696424	-23.499572
D111501352	06/11/2015	730	CO	17820	NULL	-46.401636	-23.497099
D111501353	28/11/2015	31	CO	23879	NULL	-46.463283	-23.512833
D111501354	16/11/2015	2110	OU	16339	NULL	-46.779344	-23.648959
D111501355	14/11/2015	1920	AT	99481	NULL	-46.671047	-23.585191
D111501356	25/11/2015	915	CO	2497	NULL	-46.657868	-23.555634
D111501357	13/11/2015	730	SI	2729	NULL	-46.570959	-23.603139
