x,y,id_acident,cadloga,cadlogb,alt_num,referencia,data,hora,cod_acid,fonte,viatura,dp,talao,sentido,pista,veiculos,vitimas,princ_a,princ_b,tipo_acide,mi_prinx
-46.453372,-23.536237,D101600666,9804,,230,,2016/10/10 00:00:00.000,2310,4,D,,32,9157,,,1000000000000000,100,9804,,AT,325449
-46.785204,-23.722227,D101600667,12403,,3500,,2016/10/28 00:00:00.000,620,2,D,,92,4185,,,10001000000000000,100,12403,,CO,325450
-46.440562,-23.539216,D101600668,11762,1528,,,2016/10/21 00:00:00.000,2114,2,D,,32,9247,,,11000000000000000,100,1528,11762,CO,325451
-46.461057,-23.549558,D101600669,4662,,100,,2016/10/15 00:00:00.000,1400,2,D,,32,9087,,,11000000000000000,100,4662,,CO,325452
-46.655708,-23.540449,D101600670,1356,,916,,2016/10/19 00:00:00.000,1430,4,D,,77,4222,,,100000,100,1356,,AT,325453
-46.44354,-23.492284,D101600671,3250,,36,,2016/10/26 00:00:00.000,1050,4,D,,22,3364,,,1000000000000000,100,3250,,AT,325454
-46.694471,-23.655886,D101600672,19931,,857,,2016/10/25 00:00:00.000,1140,2,D,,11,11871,C,,1000000000000000,100,19931,,QM,325455
-46.660369,-23.521399,D101600673,6471,,446,,2016/10/13 00:00:00.000,1400,4,D,,23,4172,,,1000000000000000,101,6471,,AT,325456
-46.54402,-23.51127,D101600674,4128,,1031,,2016/10/15 00:00:00.000,1300,2,D,,10,8768,,,1000000000000000,100,4128,,QM,325457
-46.424612,-23.524416,D101600675,66736,,155,,2016/10/22 00:00:00.000,230,2,D,,68,3591,,,10000000000000000,100,66736,,CH,325458
-46.617424,-23.630902,D101600676,5618,,3359,,2016/10/13 00:00:00.000,1918,2,D,,16,6727,C,,11100000000000000,100,5618,,CO,325459
-46.703006,-23.739837,D101600677,15507,63010,,,2016/10/12 00:00:00.000,1520,2,D,,48,9329,,,11000000000000000,200,15507,63010,CO,325460
-46.566422,-23.56908,D101600678,5819,,1,,2016/10/10 00:00:00.000,1918,2,D,,29,5702,,,1000000000100000,100,5819,,CO,325461
-46.643125,-23.615958,D101600679,251,26501,,,2016/10/04 00:00:00.000,1740,2,D,,16,11137,,,10001000000000000,100,251,26501,CL,325462
-46.777124,-23.585198,D101600680,16878,,17000,,2016/10/11 00:00:00.000,1520,4,D,,75,3026,,,100000000000000,1,16878,,AT,325463
-46.730695,-23.798262,D101600681,33015,,100,,2016/10/03 00:00:00.000,36,2,D,,25,3616,,,1000000000000000,100,33015,,QM,325464
-46.579411,-23.439061,D101600682,42220,,1590,,2016/10/28 00:00:00.000,1943,2,D,,73,11140,,,1000000000000010,100,42220,,CO,325465
-46.808712,-23.412112,D101600683,1429,,27500,,2016/10/03 00:00:00.000,820,2,D,,46,3737,,,1000000000000000,100,1429,,CH,325466
-46.633141,-23.535666,D101600684,16593,,799,,2016/10/11 00:00:00.000,816,2,D,,3,4933,,,11000000000000000,100,16593,,CO,325467
-46.712284,-23.446486,D101600685,48550,,518,,2016/10/02 00:00:00.000,1347,2,D,,74,7427,,,11000000000000000,100,48550,,CO,325468
-46.425121,-23.567464,D101600686,48734,,58,,2016/10/03 00:00:00.000,1845,4,D,,53,6956,,,10000000000000000,100,48734,,AT,325469
-46.706082,-23.53657,D101600687,19080,,1091,,2016/10/15 00:00:00.000,1950,4,D,,7,4409,,,10000000000000000,100,19080,,AT,325470
-46.678779,-23.517818,D101600688,38857,,1,,2016/10/19 00:00:00.000,1805,2,D,,23,2584,,,11000000000000000,100,38857,,CO,325471
-46.562163,-23.596656,D101600689,5425,,279,,2016/10/20 00:00:00.000,1145,2,D,,42,2563,C,,11000000000000000,100,5425,,CL,325472
-46.583638,-23.466473,D101600690,8320,,3500,,2016/10/24 00:00:00.000,800,2,D,,73,11062,B,,11000000000000000,100,8320,,CL,325473
-46.661615,-23.674935,D101600691,20048,,1949,,2016/10/20 00:00:00.000,1600,2,D,,80,4111,B,,11000000000000000,100,20048,,CL,325474
-46.643651,-23.5718,D101600692,3274,,40,,2016/10/13 00:00:00.000,1556,2,D,,78,9305,,,11000000000000000,100,3274,,CO,325475
-46.736191,-23.629223,D101600693,8000,,5667,,2016/10/23 00:00:00.000,600,4,D,,89,8506,,,100,200,8000,,AT,325476
-46.40328,-23.566848,D101600694,72670,,,PX R 47,2016/10/23 00:00:00.000,1830,4,D,,53,5800,,,10000000000000000,100,72670,,AT,325477
-46.432153,-23.52791,D101600695,5679,,1619,,2016/10/26 00:00:00.000,830,2,D,,103,3899,,,100000000000000,100,5679,,QD,325478
-46.665498,-23.469892,D101600696,15426,,465,,2016/10/09 00:00:00.000,1640,2,D,,38,4286,,,1000000000100000,200,15426,,CO,325479
-46.649829,-23.501996,D101600697,4533,,905,,2016/10/05 00:00:00.000,1440,2,D,,13,9396,B,,1000001000000000,100,4533,,CO,325480
-46.678242,-23.627261,D101600698,10586,,815,,2016/10/20 00:00:00.000,815,2,D,,27,7855,,,11000000000000000,100,10586,,CO,325481
-46.750128,-23.562948,D101600699,14700,,2702,,2016/10/12 00:00:00.000,733,2,D,,51,9020,,,10000000000000000,200,14700,,CP,325482
-46.526723,-23.514033,D101600700,43777,18724,,,2016/10/14 00:00:00.000,1030,2,D,,10,9403,C,,1010000000000000,100,18724,43777,CO,325483
-46.77929,-23.651005,D101600701,20543,,601,,2016/10/03 00:00:00.000,1820,4,D,,47,9477,,,10000000000000000,100,20543,,AT,325484
-46.50706,-23.492619,D101600702,2429,,4989,,2016/10/25 00:00:00.000,651,4,D,,24,9317,,,1000000000000000,200,2429,,AT,325485
-46.748522,-23.519283,D101600703,17313,,100,,2016/10/07 00:00:00.000,1900,2,D,,33,900139,,,10010000000000000,100,17313,,CT,325486
-46.638203,-23.556532,D101600704,19764,,1000,,2016/10/03 00:00:00.000,1730,2,D,,36,9090,B,,1000000000100000,100,19764,,CT,325487
-46.681358,-23.677264,D101600705,9220,,3255,,2016/10/01 00:00:00.000,1200,2,D,,99,10625,C,,10100000000000000,200,9220,,CT,325488
-46.635567,-23.535221,D101600706,4541,,633,,2016/10/30 00:00:00.000,2042,4,D,,3,6952,,,10000000000000000,100,4541,,AT,325489
-46.472949,-23.592348,D101600708,2181,,10500,,2016/10/01 00:00:00.000,659,2,D,,49,900189,,,10000000000000000,100,2181,,CH,325490
-46.682064,-23.558716,D101600709,8714,,657,,2016/10/21 00:00:00.000,1800,2,D,,14,9335,,,11000000000000000,100,8714,,CO,325491
-46.651402,-23.471323,D101600710,41502,41498,,,2016/10/02 00:00:00.000,1815,2,D,,38,4165,,,10001000000000000,100,41498,41502,CO,325492
-46.718282,-23.477541,D101600711,30455,,200,,2016/10/24 00:00:00.000,1436,2,D,,87,3648,,,10001000000000000,100,30455,,CO,325493
-46.459908,-23.569067,D101600712,36318,,621,,2016/10/18 00:00:00.000,1630,2,D,,53,7346,,,11000000000000000,100,36318,,CO,325494
-46.701272,-23.654605,D101600713,4371,,600,,2016/10/20 00:00:00.000,1600,2,D,,11,11368,C,,101000000000000,100,4371,,CO,325495
-46.673058,-23.461632,D101600714,3771,,5643,,2016/10/14 00:00:00.000,2216,2,D,,72,7793,,,10000000000100000,200,3771,,CO,325496
-46.76611,-23.640402,D101600715,34682,9924,,,2016/10/11 00:00:00.000,1740,2,D,,37,5122,,,11000000000000000,100,9924,34682,CF,325497
-46.646236,-23.549234,D101600716,2497,,10,,2016/10/15 00:00:00.000,1505,2,D,,4,9382,,,11000000000000000,100,2497,,CL,325498
-46.747338,-23.404749,D101600717,7153,,1274,,2016/10/03 00:00:00.000,1000,4,D,,46,3749,,,10000000000000000,1,7153,,AT,325499
-46.610779,-23.491362,D101600718,36061,,1250,,2016/10/08 00:00:00.000,230,4,D,,39,10344,,,10000000000000000,100,36061,,AT,325500
-46.65349,-23.54931,D101600719,1497,5245,,,2016/10/02 00:00:00.000,530,2,D,,4,8921,,,10000000000100000,100,1497,5245,SI,325501
-46.569138,-23.552925,D101600720,18097,3233,,,2016/10/13 00:00:00.000,1023,2,D,,30,3228,,,30000000000000000,200,3233,18097,CO,325502
-46.605158,-23.549622,D101600721,543,,2000,,2016/10/12 00:00:00.000,1830,2,D,,8,7079,,,20000000000000000,200,543,,CT,325503
-46.525121,-23.534921,D101600722,11057,,425,,2016/10/11 00:00:00.000,2343,4,D,,21,8624,,,10,100,11057,,AT,325504
-46.651859,-23.668155,D101600723,5606,,2976,,2016/10/19 00:00:00.000,1720,2,D,,43,3757,,,11000000000000000,100,5606,,CO,325505
-46.642622,-23.639091,D101600724,5634,7882,,,2016/10/01 00:00:00.000,1748,2,D,,35,5541,,,11000000000000000,100,5634,7882,CT,325506
-46.619611,-23.533942,D101600725,17318,19843,,,2016/10/10 00:00:00.000,730,4,D,,12,5112,,,1000000000000,100,17318,19843,AT,325507
-46.599779,-23.508683,D101600726,8466,,1730,,2016/10/25 00:00:00.000,1330,2,D,,9,4611,,,11000000000000000,100,8466,,CO,325508
-46.691241,-23.563167,D101600727,16017,2149,,,2016/10/16 00:00:00.000,2350,2,D,,14,9156,,,11000000000000000,100,2149,16017,SI,325509
-46.543269,-23.587806,D101600728,7442,19708,,,2016/10/28 00:00:00.000,1112,4,D,,42,2658,C,,10000000000000000,100,8767,19708,AT,325510
-46.72296,-23.57158,D101600729,2895,,91,,2016/10/21 00:00:00.000,1300,2,D,,51,3432,,,1000000000100000,100,2895,,CO,325511
-46.5965,-23.483114,D101600730,5705,,509,,2016/10/01 00:00:00.000,1537,2,D,,39,10109,C,,10000000000000000,100,5705,,CH,325512
-46.667916,-23.63242,D101600731,9277,,25,,2016/10/17 00:00:00.000,1200,4,D,,27,10097,,,1000000000000000,100,9277,,AT,325513
-46.440562,-23.619739,D101600732,17824,,19011,,2016/10/09 00:00:00.000,1400,4,D,,49,11046,,,10000000000000000,100,17824,,AT,325514
-46.611362,-23.532198,D101600733,10177,17180,,,2016/10/27 00:00:00.000,1300,2,D,,12,5470,,,2000000000000000,200,10177,17180,CO,325515
-46.593697,-23.60512,D101600734,18760,,1535,,2016/10/22 00:00:00.000,1400,2,D,,95,3645,,,11000000000000000,100,18760,,CO,325516
-46.56507,-23.489015,D101600735,10471,39012,,,2016/10/25 00:00:00.000,1847,2,D,,90,11027,,,11000000000000000,100,10471,39012,CF,325517
-46.412355,-23.483234,D101600736,75101,,459,,2016/10/20 00:00:00.000,2217,4,D,,59,10766,,,10000000000000000,200,75101,,AT,325518
-46.423163,-23.483363,D101600737,10907,,186,,2016/10/17 00:00:00.000,1040,4,D,,22,3276,,,10000000000000000,100,10907,,AT,325519
-46.753434,-23.686453,D101600738,17195,,1392,,2016/10/08 00:00:00.000,2000,2,D,,100,3936,,,11000000000000000,100,17195,,CO,325520
-46.615096,-23.558971,D101600739,6642,,5700,,2016/10/27 00:00:00.000,1325,2,D,,8,7416,,,1000001000000000,100,6642,,CT,325521
-46.414853,-23.614587,D101600740,40360,,571,,2016/10/15 00:00:00.000,1345,4,D,,54,5337,,,10000000000000000,100,40360,,AT,325522
-46.659148,-23.522326,D101600741,6471,,,NC,2016/10/02 00:00:00.000,1200,2,D,,23,7940,,,1001000000000000,100,6471,,CO,325523
-46.763561,-23.656627,D101600742,9529,,3526,,2016/10/07 00:00:00.000,1549,2,D,,37,5108,,,11000000000000000,100,9529,,CO,325524
-46.667643,-23.515087,D101600743,4561,,7700,,2016/10/04 00:00:00.000,1030,2,D,,7,2939,,,11000000000000000,100,29772,,CO,325525
-46.677238,-23.66502,D101600744,9220,,1329,,2016/10/18 00:00:00.000,600,4,D,,99,3544,,,10000000000000,100,9220,,AT,325526
-46.500385,-23.511935,D101600745,13881,,3094,,2016/10/06 00:00:00.000,1100,2,D,,24,6371,,,20000000000000000,100,13881,,CT,325527
-46.722576,-23.537247,D101600746,16726,,313,,2016/10/03 00:00:00.000,1930,2,D,,91,3705,,,100000000000000,100,16726,,QD,325528
-46.698296,-23.729865,D101600747,15507,,3323,,2016/10/01 00:00:00.000,950,4,D,,101,8986,C,,100000000000000,100,15507,,AT,325529
-46.74227,-23.620488,D101600748,18561,,691,,2016/10/28 00:00:00.000,730,2,D,,89,8663,,,11000000000000000,200,18561,,CO,325530
-46.66702,-23.507148,D101600749,992,,140,,2016/10/28 00:00:00.000,1129,2,D,,13,10209,,,11100000000000000,1,992,,CO,325531
-46.700759,-23.689568,D101600750,17110,,1973,,2016/10/05 00:00:00.000,1150,2,D,,102,9120,,,11000000000000000,200,17110,,CO,325532
-46.720775,-23.513612,D101600751,17028,,390,,2016/10/17 00:00:00.000,1515,4,D,,91,5941,,,1000000000000000,300,17028,,AT,325533
-46.597821,-23.589326,D101600752,11379,,100,,2016/10/30 00:00:00.000,1130,2,D,,95,2116,,,1000000000000000,100,11379,,QM,325534
-46.576891,-23.557062,D101600753,358,,170,,2016/10/18 00:00:00.000,1144,2,D,,29,2025,,,11000000000000000,100,358,,CO,325535
-46.588265,-23.49129,D101600754,5493,,572,,2016/10/10 00:00:00.000,1800,4,D,,39,10449,,,10000000000000000,100,5493,,AT,325536
-46.60396,-23.568616,D101600755,19958,,1763,,2016/10/31 00:00:00.000,1300,2,D,,17,10034,,,11000000000000000,100,19958,,CO,325537
-46.676368,-23.56513,D101600756,3581,7691,,,2016/10/02 00:00:00.000,2037,2,D,,78,8940,,,1001000000000000,100,3581,7691,CO,325538
-46.713028,-23.534921,D101600757,4781,2736,,,2016/10/20 00:00:00.000,839,2,D,,7,4530,,,1000000000000000,100,2736,4781,QM,325539
-46.627931,-23.628284,D101600758,36098,,10,,2016/10/22 00:00:00.000,545,2,D,,35,11234,,,20000000000000000,100,36098,,CL,325540
-46.654225,-23.539644,D101600759,18736,,417,,2016/10/05 00:00:00.000,1901,4,D,,77,6352,,,1000000000000000,1,18736,,AT,325541
-46.517394,-23.522025,D101600760,954,,2987,,2016/10/20 00:00:00.000,1800,4,D,,24,9620,,,1000000000000000,100,954,,AT,325542
-46.609239,-23.487307,D101600761,36061,,1701,,2016/10/07 00:00:00.000,1700,2,D,,39,10335,,,11000000000000000,100,36061,,CO,325543
-46.64622,-23.574686,D101600762,57,,474,,2016/10/12 00:00:00.000,810,4,D,,78,9251,,,10000000000000,100,57,,AT,325544
-46.635114,-23.55146,D101600763,10376,15635,,,2016/10/25 00:00:00.000,100,2,D,,1,7363,,,1001000000000000,100,10376,15635,CO,325545
-46.635114,-23.55146,D101600764,15635,17293,,,2016/10/16 00:00:00.000,213,2,D,,1,7139,,,11000000000000000,100,15635,17293,CO,325546
-46.734457,-23.673183,D101600765,8367,,540,,2016/10/12 00:00:00.000,1935,2,D,,102,11063,,,21000000000000000,100,8367,,CO,325547
-46.708164,-23.664071,D101600766,32309,,1,,2016/10/08 00:00:00.000,415,2,D,,11,10855,,,10010000000000000,100,32309,,CL,325548
-46.71912,-23.552979,D101600767,7665,6238,,,2016/10/29 00:00:00.000,1730,2,D,,14,9546,,,11000000000000000,100,6238,7665,CO,325549
-46.540376,-23.573706,D101600768,16971,,415,,2016/10/27 00:00:00.000,1400,4,D,,58,2599,,,10000000000000000,100,16971,,AT,325550
-46.58227,-23.58642,D101600769,10935,14976,,,2016/10/30 00:00:00.000,743,2,D,,56,6109,,,11000000000000000,100,10935,14976,CO,325551
-46.621182,-23.578086,D101600770,5886,,705,,2016/10/08 00:00:00.000,2110,2,D,,6,6958,,,10000000000000000,100,5886,,CH,325552
-46.625477,-23.499969,D101600771,719,19884,,,2016/10/26 00:00:00.000,1740,2,D,,13,4775,,,100000000000000,100,719,19884,QD,325553
-46.454893,-23.554301,D101600772,18803,,490,,2016/10/31 00:00:00.000,1350,2,D,,32,7777,,,100000000000000,100,18803,,QD,325554
-46.623262,-23.457766,D101600773,13146,,136,,2016/10/31 00:00:00.000,1913,2,D,,20,11348,,,11000000000000000,100,13146,,CO,325555
-46.639591,-23.555365,D101600774,12165,,2600,,2016/10/28 00:00:00.000,1340,2,D,,78,9858,,,20000000000000000,100,12165,,CT,325556
-46.708411,-23.439814,D101600775,15425,,6097,,2016/10/20 00:00:00.000,2035,2,D,,74,7962,,,11000000000000000,100,15425,,CO,325557
-46.699983,-23.452049,D101600776,15425,,4300,,2016/10/02 00:00:00.000,1500,2,D,,72,900177,,,1000000000000000,100,15425,,QM,325558
-46.644481,-23.553024,D101600777,16849,,244,,2016/10/01 00:00:00.000,1120,4,D,,5,8899,,,100000,100,16849,,AT,325559
-46.496056,-23.589675,D101600778,6648,,693,,2016/10/17 00:00:00.000,1508,2,D,,69,9113,,,2000000000000000,200,6648,,CO,325560
-46.744653,-23.403128,D101600779,67565,,237,,2016/10/20 00:00:00.000,740,2,D,,46,4217,,,1000000000000000,100,67565,,QM,325561
-46.645458,-23.562843,D101600780,19154,12165,,,2016/10/15 00:00:00.000,1104,4,D,,5,9370,,,10000000000000000,100,12165,19154,AT,325562
-46.756302,-23.618201,D101600781,1208,6159,,,2016/10/13 00:00:00.000,1815,2,D,,37,8247,,,11000000000000000,101,1208,6159,CH,325563
-46.618212,-23.54587,D101600782,13589,,156,,2016/10/13 00:00:00.000,700,2,D,,8,5553,,,11000000000000000,100,13589,,CO,325564
-46.694645,-23.502865,D101600783,3469,,2,,2016/10/10 00:00:00.000,1018,4,D,,28,4117,,,10000000000000000,100,3469,,AT,325565
-46.637138,-23.644422,D101600784,7960,14198,,,2016/10/11 00:00:00.000,2139,4,D,,97,6688,,,10,100,7960,14198,AT,325566
-46.545789,-23.513844,D101600785,43777,,23,,2016/10/26 00:00:00.000,1210,4,D,,10,9079,,,10000000000000000,100,43777,,AT,325567
-46.675158,-23.599326,D101600786,16705,,152,,2016/10/18 00:00:00.000,2015,2,D,,96,9577,,,1000000000000000,100,16705,,CH,325568
-46.758421,-23.660162,D101600787,4754,,100,,2016/10/26 00:00:00.000,1820,2,D,,92,5420,,,100000000100000,100,4754,,CO,325569
-46.79121,-23.584682,D101600788,20507,,575,,2016/10/18 00:00:00.000,730,2,D,,75,3072,,,10001000000000000,100,20507,,CO,325570
-46.678025,-23.620569,D101600789,10918,7791,,,2016/10/19 00:00:00.000,1146,4,D,,27,9603,,,10000000000000000,100,7791,10918,AT,325571
-46.488613,-23.585664,D101600790,2181,,8500,,2016/10/03 00:00:00.000,1110,2,D,,49,10565,,,10000000000000000,100,2181,,CH,325572
-46.467826,-23.5659,D101600791,36318,,4,,2016/10/01 00:00:00.000,501,2,D,,53,6895,,,10000000000000000,200,36318,,CH,325573
-46.60172,-23.565989,D101600792,17853,14176,,,2016/10/06 00:00:00.000,640,4,D,,18,1538,,,10000000000000000,200,10135,17853,AT,325574
-46.784387,-23.668272,D101600793,9529,99953,,,2016/10/23 00:00:00.000,1110,2,D,,47,10209,,,11000000000000000,100,9529,99953,CO,325575
-46.620112,-23.586458,D101600794,18009,21421,,,2016/10/04 00:00:00.000,800,2,D,,6,3920,,,10100000000000000,100,18009,21421,CL,325576
-46.653373,-23.546035,D101600795,15761,,75,,2016/10/15 00:00:00.000,758,2,D,,75,8287,,,10000000000000000,100,15761,,CH,325577
-46.727797,-23.517485,D101600796,20600,,200,,2016/10/16 00:00:00.000,624,4,D,,91,5899,,,10000000000000000,100,20600,,AT,325578
-46.611889,-23.62228,D101600797,43154,,50,,2016/10/03 00:00:00.000,1800,2,D,,95,2900,,,1000000000000000,100,43154,,QM,325579
-46.63908,-23.618801,D101600798,9715,5754,,,2016/10/13 00:00:00.000,745,2,D,,16,4021,,,11000000000000000,100,9715,13915,CO,325580
-46.655968,-23.694903,D101600799,852,,1726,,2016/10/25 00:00:00.000,12,2,D,,98,7981,,,11000000000000000,100,852,,CO,325581
-46.59368,-23.600165,D101600800,11828,,430,,2016/10/05 00:00:00.000,1453,2,D,,17,2756,,,11000000000000000,100,11828,,SI,325582
-46.489865,-23.610026,D101600801,78761,,301,,2016/10/11 00:00:00.000,815,2,D,,69,8897,,,11000000000000000,1,78761,,CT,325583
-46.65253,-23.570942,D101600802,12165,,2780,,2016/10/09 00:00:00.000,1610,2,D,,78,1562,,,10001000000000000,100,12165,,CL,325584
-46.746599,-23.485369,D101600803,71834,,96,,2016/10/09 00:00:00.000,2230,2,D,,33,900142,,,1000000000000000,200,71834,,QM,325585
-46.677822,-23.505594,D101600804,21544,,200,,2016/10/12 00:00:00.000,1430,2,D,,40,9615,,,1000000000100000,100,21544,,CO,325586
-46.403794,-23.536652,D101600805,11543,,540,,2016/10/02 00:00:00.000,1547,4,D,,68,3333,,,1000000000000000,100,11543,,AT,325587
-46.494271,-23.505926,D101600806,14917,,270,,2016/10/22 00:00:00.000,636,2,D,,62,9225,,,10000000000000000,100,14917,,CH,325588
-46.740315,-23.577283,D101600807,473,,700,,2016/10/13 00:00:00.000,1913,2,D,,51,9060,,,11000000000000000,200,473,,CO,325589
-46.509953,-23.549353,D101600808,9580,,1531,,2016/10/23 00:00:00.000,2310,2,D,,65,4367,C,,10000000000000000,100,9580,,CH,325590
-46.553594,-23.528113,D101600809,36081,,,NC,2016/10/24 00:00:00.000,1109,2,D,,10,9002,,,11000000000000000,100,36081,,CO,325591
-46.478319,-23.574649,D101600810,66286,,300,,2016/10/07 00:00:00.000,1749,2,D,,53,7042,,,11000000000000000,100,66286,,CO,325592
-46.494948,-23.509641,D101600811,19430,,100,,2016/10/06 00:00:00.000,1700,2,D,,24,3429,,,1000000000000010,100,19430,,CF,325593
-46.546731,-23.570177,D101600812,14456,,50,,2016/10/21 00:00:00.000,1400,2,D,,49,11325,,,11000000000000000,100,14456,,CT,325594
-46.721384,-23.586033,D101600813,2243,,53,,2016/10/17 00:00:00.000,1650,4,D,,34,2816,,,10,100,2243,,AT,325595
-46.462675,-23.564342,D101600814,29380,,83,,2016/10/08 00:00:00.000,1120,4,D,,53,7068,,,10000000000000000,100,29380,,AT,325596
-46.679525,-23.661079,D101600815,9220,,840,,2016/10/29 00:00:00.000,145,2,D,,99,11662,,,10000000000000000,301,9220,,CH,325597
-46.680695,-23.687931,D101600816,14743,,3936,,2016/10/19 00:00:00.000,1530,2,D,,99,9670,,,10001000000000000,100,14743,,CO,325598
-46.636757,-23.488503,D101600817,14242,13606,,,2016/10/04 00:00:00.000,2300,2,D,,13,9367,,,11000000000000000,100,13606,14242,CO,325599
-46.40878,-23.589789,D101600818,45523,,40,,2016/10/15 00:00:00.000,1300,2,D,,54,11051,,,11000000000000000,100,45523,,SI,325600
-46.683383,-23.612288,D101600819,31520,,500,,2016/10/17 00:00:00.000,1700,2,D,,96,3540,,,10000000000100000,100,31520,,CL,325601
-46.632953,-23.548519,D101600820,17545,,,NC,2016/10/17 00:00:00.000,900,4,D,,1,5626,,,100000000000000,100,17545,,AT,325602
-46.769371,-23.663455,D101600821,6334,,355,,2016/10/31 00:00:00.000,201,2,D,,47,10541,,,1000000000000000,300,6334,,CH,325603
-46.630671,-23.524281,D101600822,17799,6642,,,2016/10/15 00:00:00.000,2154,2,D,,2,6607,,,20000000000000000,300,6642,17799,CO,325604
-46.701568,-23.617647,D101600823,13014,,,PX NACOES UNIDA,2016/10/16 00:00:00.000,800,2,D,,91,9134,,,11000000000000000,100,13014,,CO,325605
-46.410423,-23.557438,D101600824,15569,,620,,2016/10/22 00:00:00.000,435,2,D,,44,5926,B,,11000000000000000,100,15569,,CL,325606
-46.682563,-23.65708,D101600825,884,,143,,2016/10/07 00:00:00.000,1700,2,D,,99,10840,,,11000000000000000,100,884,,CO,325607
-46.706062,-23.658104,D101600826,998,,512,,2016/10/07 00:00:00.000,650,4,D,,11,3450,C,,10000000000000000,100,998,,AT,325608
-46.484755,-23.57417,D101600827,25707,,347,,2016/10/12 00:00:00.000,1448,2,D,,53,7182,,,1000000000100000,100,25707,,CL,325609
-46.734436,-23.670997,D101600828,8367,,275,,2016/10/07 00:00:00.000,740,2,D,,92,2074,,,11000000000000000,100,8367,,CO,325610
-46.560399,-23.475231,D101600829,7061,,500,,2016/10/13 00:00:00.000,700,2,D,,90,3173,,,1000000000000000,100,7061,,QM,325611
-46.603943,-23.468211,D101600830,18151,,1230,,2016/10/21 00:00:00.000,2330,2,D,,20,11243,,,11000000000000000,100,18151,,CL,325612
-46.716664,-23.636128,D101600831,9573,20363,,,2016/10/10 00:00:00.000,840,2,D,,11,4221,,,11000000000000000,100,9573,20363,CO,325613
-46.555542,-23.581017,D101600832,19708,,2187,,2016/10/16 00:00:00.000,1500,2,D,,42,5828,,,11000000000000000,200,19708,,CO,325614
-46.602563,-23.455693,D101600833,18151,,2048,,2016/10/19 00:00:00.000,1450,2,D,,20,10896,,,100000000000000,100,18151,,QF,325615
-46.762671,-23.702367,D101600834,67935,,142,,2016/10/31 00:00:00.000,747,4,D,,100,4217,,,1000000000000000,200,67935,,AT,325616
-46.67402,-23.557772,D101600835,2350,,100,,2016/10/14 00:00:00.000,1740,2,D,,14,4948,,,10000000000000000,100,2350,,CH,325617
-46.591943,-23.456471,D101600836,13133,,3610,,2016/10/17 00:00:00.000,1800,2,D,,73,10758,,,1000000000000010,100,13133,,CO,325618
-46.60183,-23.55067,D101600837,9469,,125,,2016/10/24 00:00:00.000,1400,2,D,,8,7349,,,20000000000000000,100,9469,,CF,325619
-46.406043,-23.559022,D101600838,16494,,1092,,2016/10/22 00:00:00.000,1201,4,D,,44,5935,,,100000000000000,200,16494,,AT,325620
-46.701887,-23.582128,D101600839,19461,,546,,2016/10/26 00:00:00.000,1630,2,D,,34,2933,,,11000000000000000,100,19461,,SI,325621
-46.70052,-23.570822,D101600840,6238,,8501,,2016/10/03 00:00:00.000,2320,2,D,,15,8776,,,1000000000000000,100,13014,,QM,325622
-46.419506,-23.49406,D101600841,17820,,2650,,2016/10/21 00:00:00.000,621,2,D,,22,3322,,,1010000000000000,100,17820,,CO,325623
-46.652362,-23.606538,D101600842,17478,,800,,2016/10/01 00:00:00.000,1545,2,D,,36,3609,C,,11000000000000000,100,17478,,CO,325624
-46.703616,-23.474839,D101600843,30458,,44,,2016/10/18 00:00:00.000,1340,2,D,,45,2429,,,10000000000000000,300,30458,,CH,325625
-46.698794,-23.644722,D101600844,14806,35438,,,2016/10/15 00:00:00.000,1842,2,D,,11,11192,,,20000000000000000,100,14806,35438,CO,325626
-46.713769,-23.688687,D101600845,2483,,2633,,2016/10/09 00:00:00.000,1225,2,D,,102,2323,,,11000000000000000,100,2483,,CO,325627
-46.590919,-23.614264,D101600846,46060,,,PX ALMIRANTE DE,2016/10/27 00:00:00.000,2147,2,D,,95,7092,,,2000000000000000,200,46060,,SI,325628
-46.597101,-23.527582,D101600847,4561,,14,,2016/10/03 00:00:00.000,730,2,D,,13,4970,,,11000000000000000,200,29772,,CO,325629
-46.708202,-23.553301,D101600848,15375,,50,,2016/10/08 00:00:00.000,1300,2,D,,14,8911,,,10001000000000000,100,15375,,CO,325630
-46.736537,-23.640281,D101600849,8000,46544,,,2016/10/30 00:00:00.000,100,2,D,,34,8713,,,1000000000000000,100,8000,46544,CH,325631
-46.782597,-23.686174,D101600850,75172,,338,,2016/10/04 00:00:00.000,1310,2,D,,47,9985,,,11000000000000000,100,75172,,CO,325632
-46.649497,-23.460388,D101600851,16170,,639,,2016/10/20 00:00:00.000,853,4,D,,38,4440,,,10000000000000000,100,16170,,AT,325633
-46.680148,-23.569005,D101600852,9813,,88,,2016/10/02 00:00:00.000,1330,2,D,,15,4268,,,20000000000000000,100,9813,,CT,325634
-46.44663,-23.545168,D101600853,10113,46936,,,2016/10/14 00:00:00.000,1300,2,D,,32,9112,,,11000000000000000,100,10113,46936,CO,325635
-46.669507,-23.696585,D101600854,12832,852,,,2016/10/24 00:00:00.000,1320,2,D,,98,8006,,,1000000100000000,100,852,12832,CO,325636
-46.508629,-23.516454,D101600855,954,,4080,,2016/10/19 00:00:00.000,930,2,D,,24,9113,,,1000000000100000,100,954,,CT,325637
