ID_VEICULO,ID_ACIDENT,TIPO_VEICU,PLACA,SEXO_CONDU,IDADE_COND,CATEGORIA_,USA_CINTO_,ESTADO_ALC,ESCOLARIDA,cod_acid,tipo_acidente
3,D121701134,AU,EPZ1975,M,36,SI,X,BR,3,2,CO
2,D121701134,AU,GCO6338,M,27,SI,X,BR,8,2,CO
1,D121701134,AU,CME5286,M,30,SI,X,BR,8,2,CO
2,D121701136,MO,BSA7375,M,54,SI,X,BR,5,2,CO
3,D121701136,AU,,M,57,SI,X,BR,7,2,CO
1,D121701136,MO,AOW8572,M,28,SI,X,BR,5,2,CO
1,D121701139,MO,FYZ8390,M,31,SI,X,BR,7,2,CT
2,D121701139,SI,,F,33,SI,X,BR,5,2,CT
1,D121701142,AU,FVF0570,M,77,SI,X,BR,3,4,AT
1,D121701146,AU,CZD8116,M,22,SI,X,BR,5,4,AT
2,D121701149,SI,,M,26,SI,X,BR,6,2,CV
1,D121701149,MO,EQR1446,M,28,SI,X,BR,8,2,CV
1,D121701152,MO,FDS6278,M,43,SI,X,BR,8,4,AT
1,D121701155,MO,ECH9180,M,22,SI,X,BR,3,4,AT
1,D121701160,SI,,X,SI,SI,X,BR,8,4,AT
1,D121701161,AU,EQW8393,X,SI,SI,X,BR,8,2,CV
2,D121701161,AU,CTC1400,M,62,SI,X,BR,7,2,CV
1,D121701166,AU,BIG8644,F,67,SI,X,BR,8,4,AT
1,D121701167,AU,EZB1715,F,33,SI,X,BR,7,4,AT
1,D121701168,MO,DYL1386,M,39,SI,X,BR,8,2,CL
2,D121701168,AU,DJP4030,F,22,SI,X,BR,8,2,CL
1,D121701172,MO,DUY1550,M,20,SI,X,BR,8,2,CO
2,D121701172,AU,FBI6156,M,67,SI,X,BR,7,2,CO
1,D121701173,AU,CDH5719,M,26,SI,X,BR,3,2,CO
2,D121701173,CM,BPB8098,M,36,SI,X,BR,8,2,CO
1,D121701177,BI,,M,47,NE,X,BR,2,2,CH
1,D121701181,MO,,X,SI,SI,X,BR,8,2,CL
2,D121701181,MO,DPK8865,M,37,SI,X,BR,5,2,CL
1,D121701182,MO,NYN0347,M,36,SI,X,BR,8,2,CV
2,D121701182,ON,ELW9399,M,26,SI,X,BR,5,2,CV
1,D121701184,ON,FQB0274,X,SI,SI,X,BR,8,2,QD
1,D121701188,MO,BYY1252,M,22,SI,X,BR,5,2,CL
2,D121701188,AU,FAI5711,M,24,SI,X,BR,7,2,CL
1,D121701189,MO,,M,SI,SI,X,BR,8,4,AT
1,D121701193,MO,EXA8786,M,25,SI,X,BR,3,2,CV
2,D121701193,AU,FBI4107,M,38,SI,X,BR,7,2,CV
1,D121701197,MO,,M,23,SI,X,BR,5,2,QM
1,D121701198,ON,FQL0934,M,SI,SI,X,BR,8,2,QF
1,D121701199,MO,CMT5868,M,17,IN,X,BR,4,4,AT
1,D121701205,MO,ISE7370,M,29,SI,X,BR,8,2,CL
2,D121701205,AU,EBR9597,M,SI,SI,X,BR,8,2,CL
1,D121701213,AU,FMX3236,M,SI,SI,X,BR,8,4,AT
2,D121701216,AU,EML6528,M,46,SI,X,BR,7,2,CF
1,D121701216,MO,EGZ7309,M,26,SI,X,BR,8,2,CF
1,D121701217,AU,DIN1466,M,SI,SI,X,BR,8,2,CV
2,D121701217,MO,BPS6150,M,41,SI,X,BR,8,2,CV
1,D121701222,AU,CSP7370,M,SI,SI,X,BR,8,2,CO
2,D121701222,MO,DHI9508,M,29,SI,X,BR,4,2,CO
1,D121701223,MO,,M,21,HA,X,BR,8,2,CV
2,D121701223,AU,CLE5937,M,32,IN,X,BR,5,2,CV
1,D121701226,AU,EUI2994,X,SI,SI,X,BR,8,4,AT
1,D121701232,MO,DAC0724,M,45,SI,X,BR,3,2,CO
2,D121701232,AU,HTI6925,X,SI,SI,X,BR,8,2,CO
1,D121701239,AU,CEF7126,M,53,SI,X,BR,5,4,AT
1,D121701240,AU,DCZ6771,M,50,SI,X,BR,8,4,AT
1,D121701246,AU,EQK3304,M,26,SI,X,BR,8,2,CT
2,D121701246,MO,DZF2283,M,27,SI,X,BR,6,2,CT
1,D121701249,MO,EOS8948,M,37,SI,X,BR,7,2,CL
2,D121701249,AU,CFY4235,M,25,SI,X,BR,3,2,CL
1,D121701251,AU,AIT6665,M,81,SI,X,BR,8,2,CO
2,D121701251,SI,EDZ8535,X,SI,SI,X,BR,8,2,CO
1,D121701255,AU,GCX7297,M,23,SI,X,SA,6,2,CO
2,D121701255,CM,BFJ8380,M,47,SI,X,BR,8,2,CO
1,D121701266,MO,GJF8290,M,23,SI,X,BR,3,2,CH
1,D121701273,MO,,M,SI,SI,X,BR,8,4,AT
1,D121701275,MO,NIA4310,M,SI,SI,X,BR,8,2,CL
2,D121701275,AU,FSC8506,M,31,SI,X,BR,8,2,CL
1,D121701276,AU,EUD2293,M,73,SI,X,BR,3,2,CT
2,D121701276,AU,HCY8811,M,22,SI,X,BR,6,2,CT
1,D121701281,MO,,M,31,SI,X,BR,5,2,CT
2,D121701281,CM,LPB4396,M,35,SI,X,BR,7,2,CT
1,D121701282,VA,BQW7508,M,47,SI,X,BR,2,4,AT
1,D121701286,MO,DJV1481,M,42,SI,X,BR,8,2,CT
2,D121701286,AU,FLU1372,M,SI,SI,X,BR,8,2,CT
1,D121701287,MO,DYX2059,M,23,SI,X,BR,8,2,CO
2,D121701287,CM,EAB5433,M,38,SI,X,BR,3,2,CO
1,D121701289,AU,ANX8170,M,38,SI,X,BR,8,2,CT
2,D121701289,AU,FBX1938,F,25,SI,X,BR,7,2,CT
1,D121701293,AU,EKV9686,M,56,SI,X,BR,2,2,CO
2,D121701293,ON,,M,53,SI,X,BR,8,2,CO
1,D121701294,AU,CAS9795,M,38,SI,X,SA,8,2,CH
1,D121701297,AU,FBI4663,M,SI,SI,X,BR,8,2,CL
2,D121701297,AU,DZJ1017,F,25,SI,X,BR,7,2,CL
2,D121701299,BI,,M,68,NE,X,BR,8,2,CO
1,D121701299,AU,FYN8590,M,37,SI,X,BR,3,2,CO
1,D121701304,MO,BYZ3734,M,24,SI,X,BR,8,2,CL
2,D121701304,AU,CSA4118,M,64,SI,X,BR,8,2,CL
1,D121701307,MO,EGZ0962,M,21,SI,X,BR,8,2,CV
2,D121701307,AU,EJE8253,M,40,SI,X,BR,7,2,CV
3,D121701308,AU,BQH7895,M,38,SI,X,BR,5,2,CF
1,D121701308,MO,EJQ8621,M,25,SI,X,BR,5,2,CF
2,D121701308,AU,DFV2703,M,27,SI,X,BR,5,2,CF
1,D121701311,MO,GDZ6778,M,28,SI,X,BR,8,2,CF
2,D121701311,AU,EQQ2645,M,50,SI,X,BR,8,2,CF
1,D121701328,MO,DYZ7347,M,43,HA,X,BR,8,2,CT
2,D121701328,CM,EJY4709,M,42,HA,X,BR,8,2,CT
1,D121701329,ON,,M,SI,SI,X,BR,8,2,QD
1,D121701331,MO,EII8060,M,39,SI,X,BR,5,2,CV
2,D121701331,AU,FMX3325,M,57,SI,X,BR,8,2,CV
1,D121701333,BI,,M,57,NE,X,BR,8,2,CF
2,D121701333,CM,PUH7434,M,35,SI,X,BR,8,2,CF
1,D121701339,MO,,M,33,SI,X,BR,5,2,CH
3,D121701340,SI,FYF0514,M,42,SI,X,BR,7,2,CT
2,D121701340,AU,FMW4885,F,39,SI,X,BR,7,2,CT
1,D121701340,SI,FQB9136,X,SI,SI,X,BR,8,2,CT
1,D121701341,MO,DUZ7238,M,19,IN,X,BR,8,2,QM
1,D121701347,MO,EQE7812,M,23,SI,X,BR,8,2,CO
2,D121701347,AU,FKS1323,F,43,SI,X,BR,7,2,CO
1,D121701348,AU,DAS8611,M,33,HA,X,AA,4,4,AT
1,D121701350,MO,DTN6094,F,35,SI,X,BR,8,2,CL
2,D121701350,CM,DHO9122,F,26,SI,X,BR,5,2,CL
2,D121701351,AU,FOJ1057,M,SI,SI,X,BR,8,2,CV
1,D121701351,MO,ATO7213,M,59,SI,X,BR,8,2,CV
1,D121701352,MO,FSD0267,M,29,SI,X,BR,7,2,CL
2,D121701352,AU,FKI3658,M,35,SI,X,BR,8,2,CL
1,D121701356,AU,COP5281,M,25,SI,X,BR,5,2,CV
2,D121701356,AU,FJP9252,M,74,SI,X,BR,7,2,CV
3,D121701356,CM,DWI1105,F,56,SI,X,BR,7,2,CV
1,D121701357,MO,EKE8094,M,47,SI,X,BR,7,2,CO
2,D121701357,AU,LTK0493,X,SI,SI,X,BR,8,2,CO
1,D121701358,MO,FHS6420,M,23,SI,X,BR,8,2,QM
2,D121701360,MO,FOS8270,M,43,SI,X,BR,8,2,CO
1,D121701360,MO,FZG9628,M,30,SI,X,BR,8,2,CO
2,D121701364,AU,FBQ6899,F,40,SI,X,BR,5,2,CV
1,D121701364,AU,EAS4633,M,27,IN,X,BR,3,2,CV
1,D121701367,MO,FFP4000,M,32,SI,X,BR,8,2,CO
2,D121701367,AU,EUZ3909,F,41,SI,X,BR,5,2,CO
1,D121701372,MO,FIF2033,M,24,SI,X,BR,5,2,CO
2,D121701372,AU,,M,60,SI,X,BR,8,2,CO
1,D121701379,MO,FBE9325,F,28,SI,X,BR,7,2,CT
2,D121701379,AU,FIT0392,M,20,SI,X,BR,6,2,CT
2,D121701385,AU,LQU9801,M,SI,SI,X,BR,8,2,CO
1,D121701385,AU,FPU4569,X,SI,SI,X,BR,8,2,CO
1,D121701386,MO,ABK2263,M,46,SI,X,BR,2,2,CO
2,D121701386,AU,FKK5823,M,21,SI,X,BR,8,2,CO
1,D121701394,AU,,M,SI,SI,X,BR,8,2,CL
2,D121701394,MO,EXG9737,M,30,HA,X,BR,4,2,CL
1,D121701399,AU,EIA4251,M,26,SI,X,SA,5,2,CH
1,D121701400,MO,BPS6341,M,44,HA,X,BR,8,2,CT
2,D121701400,AU,,F,35,HA,X,BR,7,2,CT
1,D121701402,MO,BXR3209,M,39,SI,X,BR,5,2,CL
2,D121701402,AU,,X,SI,SI,X,BR,8,2,CL
1,D121701407,MO,GED9729,M,22,SI,X,BR,8,2,CH
2,D121701407,AU,MXD2496,M,SI,SI,X,BR,8,2,CH
1,D121701410,SI,,X,SI,SI,X,BR,8,4,AT
1,D121701412,AU,EXS0226,F,53,SI,X,BR,7,4,AT
1,D121701415,MO,EXK2204,M,27,SI,X,AA,8,4,AT
1,D121701416,MO,FNY6973,F,34,SI,X,BR,7,2,CO
2,D121701416,AU,EWO4584,M,SI,SI,X,BR,8,2,CO
1,D121701419,MO,FTR4669,M,36,SI,X,BR,8,4,AT
2,D121701419,AU,EUQ1318,M,35,SI,X,BR,4,4,AT
2,D121701421,MO,FZL7209,M,36,SI,X,BR,8,2,CV
1,D121701421,MO,,X,SI,SI,X,BR,8,2,CV
1,D121701425,MO,,F,SI,SI,X,BR,8,4,AT
2,D121701427,MO,GBD3879,M,21,SI,X,BR,3,2,CL
1,D121701427,MO,EHZ8704,M,20,SI,X,BR,4,2,CL
1,D121701429,MO,,M,25,SI,X,BR,5,2,CV
2,D121701429,SI,,M,35,SI,X,BR,7,2,CV
1,D121701431,MO,ESE1790,M,32,HA,X,BR,8,2,CF
2,D121701431,AU,,X,SI,SI,X,BR,8,2,CF
1,D121701433,AU,FOB3471,M,60,SI,X,BR,7,4,AT
2,D121701435,CA,BTR9628,M,57,SI,X,BR,8,2,CT
1,D121701435,CA,DTC6639,M,39,SI,X,AA,3,2,CT
1,D121701436,AU,EQX9821,F,42,SI,X,BR,5,4,AT
1,D121701438,MO,EII3007,M,34,IN,X,BR,8,2,CH
1,D121701441,CA,EHE0038,M,43,SI,X,BR,8,2,CT
2,D121701441,AU,DYD8971,M,38,SI,X,BR,5,2,CT
3,D121701441,AU,CKQ7891,F,42,SI,X,BR,7,2,CT
4,D121701441,AU,DZJ8908,M,34,SI,X,BR,7,2,CT
1,D121701443,MO,DZL2834,X,SI,SI,X,BR,8,2,CO
2,D121701443,MO,PFY9130,X,SI,SI,X,BR,8,2,CO
1,D121701448,MO,EWW7053,M,18,SI,X,BR,3,2,CH
1,D121701452,MO,EQS0517,M,SI,HA,X,BR,8,2,CO
2,D121701452,AU,FXK7030,F,38,HA,X,BR,5,2,CO
1,D121701460,MO,DOE2758,M,40,SI,X,BR,3,2,QM
1,D121701461,MO,GCS1020,F,31,SI,X,BR,5,2,CL
2,D121701461,AU,EEF5073,M,26,SI,X,BR,8,2,CL
1,D121701462,AU,ONX1847,F,38,SI,X,BR,3,2,CO
2,D121701462,MO,DZL1377,M,42,SI,X,BR,8,2,CO
3,D121701462,AU,GAC3305,M,53,SI,X,BR,7,2,CO
4,D121701462,AU,EMT3762,M,28,SI,X,BR,3,2,CO
5,D121701462,AU,CVM6640,M,57,SI,X,BR,8,2,CO
1,D121701463,MO,DQU8945,M,23,IN,X,BR,3,4,AT
2,D121701464,MO,DZU4161,M,32,SI,X,BR,8,2,CO
1,D121701464,AU,ELI2033,M,SI,SI,X,BR,8,2,CO
1,D121701465,MO,EGZ6705,M,35,SI,X,BR,7,2,CL
2,D121701465,AU,DBZ4805,M,28,SI,X,BR,5,2,CL
1,D121701468,ON,FCB6129,M,69,SI,X,BR,8,2,CO
2,D121701468,AU,FHF1907,F,29,SI,X,BR,7,2,CO
1,D121701469,MO,FHS5953,M,36,SI,X,BR,5,2,CO
2,D121701469,AU,CXV1197,M,62,SI,X,BR,7,2,CO
1,D121701471,MO,LNS0759,M,34,SI,X,BR,8,4,AT
1,D121701473,MO,DOB1542,M,27,SI,X,BR,3,2,QM
1,D121701475,MO,EHM5412,F,30,SI,X,BR,7,2,CT
2,D121701475,AU,CJL7403,M,SI,SI,X,SA,8,2,CT
1,D121701479,CM,DVI1133,F,32,HA,X,AA,7,2,CT
2,D121701479,AU,KZL1349,M,35,SI,X,BR,5,2,CT
1,D121701481,AU,CGP2719,M,SI,SI,X,BR,8,2,CO
2,D121701481,MO,EWZ9227,M,36,SI,X,BR,8,2,CO
1,D121701482,AU,PVJ5160,M,39,SI,X,BR,5,4,AT
1,D121701483,MO,FYU8670,M,26,SI,X,BR,7,2,QM
2,D121701489,MO,BYK9751,M,22,SI,X,BR,8,2,CF
1,D121701489,MO,EYY5280,M,SI,SI,X,BR,8,2,CF
1,D121701490,ON,FCB9906,M,SI,SI,X,BR,8,2,QD
1,D121701491,MO,BMX6535,M,25,SI,X,BR,8,2,QM
1,D121701498,MO,EFL5515,M,45,SI,X,BR,7,2,CV
2,D121701498,MO,DOI4083,M,SI,SI,X,BR,5,2,CV
1,D121701503,AU,EEF8957,M,28,SI,X,BR,5,4,AT
1,D121701504,MO,DZP9526,M,45,SI,X,BR,7,2,CT
2,D121701504,AU,EYJ2266,M,22,SI,X,BR,8,2,CT
1,D121701505,CA,BWA1748,M,49,SI,X,BR,8,2,CF
2,D121701505,MO,DGT1554,M,20,IN,X,BR,8,2,CF
1,D121701508,MO,FGL7159,M,23,SI,X,BR,5,2,CL
2,D121701508,AU,DOG2696,M,63,SI,X,BR,3,2,CL
2,D121701511,AU,FAW0331,M,65,SI,X,BR,7,2,CO
1,D121701511,MO,DYW3482,M,26,SI,X,BR,5,2,CO
1,D121701514,ON,,M,SI,SI,X,BR,8,2,QD
1,D121701516,AU,FIK3080,M,34,SI,X,BR,7,2,CO
2,D121701516,AU,BOQ9551,M,SI,SI,X,BR,8,2,CO
1,D121701520,MO,DGM0328,M,28,SI,X,BR,3,2,QM
1,D121701530,MO,PEK0425,M,24,IN,X,BR,8,2,CV
2,D121701530,AU,EBQ6667,F,76,SI,X,BR,5,2,CV
1,D121701532,MO,DVV9505,M,20,SI,X,BR,8,2,CO
2,D121701532,ON,DTA7420,M,52,SI,X,BR,8,2,CO
1,D121701533,MO,BYX6060,M,25,SI,X,BR,8,4,AT
1,D121701536,AU,FKE7403,M,42,SI,X,BR,2,4,AT
1,D121701540,MO,DYX2889,M,29,SI,X,BR,5,2,CT
2,D121701540,SI,,M,53,SI,X,BR,5,2,CT
1,D121701541,AU,,M,SI,SI,X,BR,8,4,AT
1,D121701545,MO,DZR9274,M,42,SI,X,BR,7,2,QM
1,D121701547,MC,EMU3056,M,51,SI,X,AA,5,2,CH
2,D121701548,AU,EJT0761,M,57,SI,X,BR,5,2,CO
1,D121701548,MO,EXL2501,F,28,SI,X,BR,8,2,CO
1,D121701554,MO,DZP6037,M,36,SI,X,BR,6,2,CO
2,D121701554,AU,EDP1447,F,SI,SI,X,BR,8,2,CO
1,D121701556,MO,EQR0931,M,54,SI,X,BR,3,2,CO
2,D121701556,ON,FKD7350,X,SI,SI,X,BR,8,2,CO
1,D121701559,MO,DRY4604,M,17,IN,X,BR,8,2,CO
2,D121701559,AU,FPG1596,X,SI,SI,X,BR,8,2,CO
1,D121701562,AU,,X,SI,SI,X,BR,8,2,CO
2,D121701562,MO,FMY9340,M,58,HA,X,BR,5,2,CO
1,D121701563,MO,DZT7579,M,30,SI,X,BR,3,4,AT
1,D121701564,AU,,M,SI,SI,X,BR,8,4,AT
1,D121701566,MO,KPO2168,M,22,SI,X,BR,8,4,AT
1,D121701573,MO,DZQ6010,M,41,SI,X,BR,3,2,QM
1,D121701577,AU,FOB8321,M,30,SI,X,BR,8,4,AT
1,D121701579,AU,CIC4129,X,SI,SI,X,BR,8,4,AT
1,D121701585,AU,,X,SI,SI,X,BR,8,2,CO
2,D121701585,MO,GES1040,M,30,SI,X,BR,3,2,CO
1,D121701586,MO,FIF1279,M,29,SI,X,BR,4,2,CL
2,D121701586,AU,,X,SI,SI,X,BR,8,2,CL
1,D121701589,AU,,M,25,SI,X,BR,8,2,CH
1,D121701594,OU,,X,SI,SI,X,BR,8,2,QD
1,D121701598,BI,,M,42,NE,X,BR,7,2,QB
2,D121701600,MO,FWO7669,F,23,SI,X,BR,7,2,CO
1,D121701600,AU,FUH4627,M,70,SI,X,BR,3,2,CO
1,D121701603,MO,EQD5040,M,41,SI,X,BR,8,2,CO
2,D121701603,SI,,X,SI,SI,X,BR,8,2,CO
1,D121701604,AU,FSG0871,F,SI,SI,X,BR,8,2,CV
2,D121701604,BI,,M,26,NE,X,BR,6,2,CV
1,D121701605,AU,,M,SI,SI,X,BR,8,2,CO
2,D121701605,MO,FSY4734,M,49,SI,X,BR,7,2,CO
1,D121701606,OU,FFN7426,M,35,SI,X,BR,5,2,QD
1,D121701610,AU,DCY0548,M,30,SI,X,BR,8,4,AT
1,D121701617,ON,FCB5663,M,38,SI,X,BR,2,4,AT
1,D121701622,AU,,X,SI,SI,X,BR,8,4,AT
1,D121701634,MO,FPT9611,M,29,SI,X,BR,8,2,CO
2,D121701634,AU,EBD0966,M,39,SI,X,BR,5,2,CO
1,D121701636,AU,EBG6010,M,55,SI,X,BR,8,2,CH
1,D121701639,AU,DIP7371,M,12,SI,X,BR,2,4,AT
1,D121701640,AU,DDA5946,M,55,SI,X,BR,7,4,AT
1,D121701642,AU,DVN6696,M,28,IN,X,SA,8,4,AT
1,D121701645,MO,IUG2286,M,SI,SI,X,BR,8,2,CL
2,D121701645,AU,EMM5964,F,40,SI,X,BR,7,2,CL
1,D121701647,AU,,X,SI,SI,X,BR,8,4,AT
1,D121701650,MO,FFL7950,M,37,SI,X,BR,8,2,CO
2,D121701650,AU,EMT6766,F,46,SI,X,BR,8,2,CO
1,D121701653,ON,EMU3281,M,50,SI,X,BR,5,4,AT
1,D121701656,AU,FZH9919,M,26,SI,X,BR,8,4,AT
2,D121701656,CM,FCK3148,F,37,SI,X,BR,8,4,AT
1,D121701657,AU,EMC1052,M,30,SI,X,BR,5,4,AT
1,D121701658,AU,EBO2099,F,44,SI,X,BR,8,2,CO
2,D121701658,AU,FVW2516,M,47,SI,X,BR,7,2,CO
1,D121701664,CA,AKR9962,M,SI,SI,X,BR,8,2,CT
2,D121701664,SI,,M,57,SI,X,BR,5,2,CT
1,D121701665,ON,EMU5661,M,42,HA,X,BR,8,4,AT
1,D121701675,SI,,X,SI,SI,X,BR,8,4,AT
1,D121701677,MO,EJM2345,M,37,SI,X,BR,8,4,AT
1,D121701678,MO,BYY1136,M,27,SI,X,BR,5,2,QM
1,D121701679,SI,ETC0690,X,SI,SI,X,BR,8,4,AT
1,D121701683,MO,EWC1550,M,44,SI,X,BR,8,2,CV
2,D121701683,ON,EJY9016,M,61,SI,X,BR,5,2,CV
1,D121701684,AU,DIH3736,M,SI,SI,X,BR,8,4,AT
1,D121701689,AU,EUU6202,F,31,SI,X,BR,8,2,CL
2,D121701689,MO,EKF3997,M,30,SI,X,BR,8,2,CL
2,D121701690,AU,,F,38,SI,X,BR,8,2,CL
1,D121701690,MO,FQU6262,F,31,SI,X,BR,8,2,CL
1,D121701695,MO,EHX0600,F,SI,SI,X,BR,8,4,AT
1,D121701697,MO,,M,25,SI,X,BR,7,2,QM
1,D121701699,AU,EQV2785,F,36,SI,X,BR,7,2,CT
2,D121701699,CM,FAE4491,F,60,SI,X,BR,7,2,CT
1,D121701701,MO,,X,SI,SI,X,BR,8,4,AT
1,D121701702,MO,,X,SI,SI,X,BR,8,4,AT
1,D121701703,MO,GGO2983,M,18,SI,X,BR,4,2,CO
2,D121701703,AU,FZB0681,F,48,SI,X,BR,7,2,CO
1,D121701706,MO,EXC9839,M,17,IN,X,AA,4,2,CV
2,D121701706,AU,LTR0412,F,23,HA,X,BR,5,2,CV
1,D121701708,MO,DSV7557,M,33,SI,X,BR,5,2,CL
2,D121701708,MO,EXA9456,M,22,HA,X,BR,5,2,CL
1,D121701711,MO,FUK0627,M,33,SI,X,BR,5,2,CO
2,D121701711,MO,EXG9007,M,SI,SI,X,BR,8,2,CO
1,D121701715,MO,,M,17,IN,X,BR,8,2,CF
2,D121701715,AU,,M,28,SI,X,BR,7,2,CF
1,D121701720,BI,,M,16,NE,X,BR,8,2,CO
2,D121701720,AU,EUE9525,M,71,SI,X,BR,7,2,CO
2,D121701722,ON,FFL5132,M,21,SI,X,BR,8,2,CV
1,D121701722,MO,OHE8368,M,28,SI,X,BR,8,2,CV
1,D121701724,AU,,X,SI,SI,X,BR,8,4,AT
1,D121701725,MO,DRW5136,M,41,SI,X,BR,8,2,CT
2,D121701725,CM,FOP3837,M,57,SI,X,BR,7,2,CT
1,D121701732,AU,FXD9549,M,43,SI,X,BR,3,4,AT
1,D121701736,AU,FLX8334,M,74,SI,X,BR,8,2,CV
2,D121701736,MO,YBR150,M,30,IN,X,BR,8,2,CV
1,D121701737,CM,FIA2055,F,32,SI,X,BR,5,4,AT
1,D121701739,CA,BMG0426,M,57,SI,X,BR,2,4,AT
1,D121701740,MO,FRB1428,M,20,SI,X,BR,3,2,CO
2,D121701740,AU,HDK5487,M,32,SI,X,BR,7,2,CO
1,D121701748,AU,FCM1406,M,31,SI,X,BR,6,2,CH
1,D121701749,MO,ECD6158,M,28,SI,X,BR,8,2,CO
2,D121701749,AU,CEM2340,M,47,SI,X,BR,8,2,CO
1,D121701754,AU,EXX2317,M,24,SI,X,SA,8,2,CP
1,D121701760,MO,FMK8160,M,23,SI,X,BR,2,2,CF
2,D121701760,AU,,F,SI,SI,X,BR,8,2,CF
1,D121701762,BI,,M,31,SI,X,BR,8,2,CO
2,D121701762,AU,,X,SI,SI,X,BR,8,2,CO
1,D121701769,AU,ENF4032,M,24,SI,X,BR,8,4,AT
1,D121701771,MO,CFY6557,F,27,SI,X,BR,7,2,QM
1,D121701772,AU,FNY0420,M,60,SI,X,BR,5,4,AT
1,D121701773,MO,FLR8810,M,27,SI,X,BR,8,2,CT
2,D121701773,OU,DTB8897,M,50,SI,X,BR,5,2,CT
1,D121701776,MO,EJP5077,M,18,IN,X,BR,4,2,CL
2,D121701776,SI,,X,SI,SI,X,BR,8,2,CL
2,D121701777,AU,FWS6223,M,29,SI,X,BR,7,2,CV
1,D121701777,MO,EXD3641,M,39,SI,X,BR,8,2,CV
2,D121701779,CM,DIB6738,M,19,SI,X,BR,4,2,CO
1,D121701779,AU,EPG0795,M,SI,SI,X,BR,8,2,CO
1,D121701780,MO,FBF0609,M,23,IN,X,BR,8,2,CH
1,D121701782,AU,FCI4484,M,22,SI,X,BR,5,2,CO
2,D121701782,AU,FJO5976,F,27,SI,X,BR,7,2,CO
1,D121701785,MO,CDI0141,M,26,SI,X,BR,5,2,CH
1,D121701786,AU,CZK4115,F,50,SI,X,BR,5,4,AT
1,D121701789,BI,,M,52,NE,X,BR,7,2,QB
1,D121701790,ON,,M,SI,SI,X,BR,8,2,QD
1,D121701792,MO,FID8147,M,37,SI,X,BR,8,2,CL
2,D121701792,AU,PUZ3706,M,SI,SI,X,BR,8,2,CL
2,D121701793,CA,,M,SI,SI,X,BR,8,2,CO
1,D121701793,MO,EJN7740,M,19,SI,X,BR,8,2,CO
1,D121701798,MO,EXC6246,M,21,SI,X,BR,8,2,CV
2,D121701798,CM,LTL4632,F,36,SI,X,BR,7,2,CV
1,D121701803,MO,EXD3631,M,19,SI,X,BR,4,2,CL
2,D121701803,AU,FGJ8703,F,24,SI,X,BR,5,2,CL
1,D121701805,AU,DFQ2104,M,50,SI,X,BR,7,4,AT
2,D121701817,AU,AOV7660,M,21,SI,X,BR,6,2,CO
1,D121701817,MO,FIF6369,M,33,SI,X,BR,8,2,CO
1,D121701818,AU,FNO4906,M,60,SI,X,BR,8,4,AT
1,D121701821,MO,EQS6607,M,27,SI,X,BR,5,2,CO
2,D121701821,AU,FMI5368,F,SI,SI,X,BR,8,2,CO
1,D121701822,MO,DUZ1973,M,29,SI,X,BR,7,2,CH
1,D121701827,CM,EJN8181,M,42,SI,X,BR,7,2,CT
2,D121701827,AU,DQM6576,F,31,SI,X,BR,7,2,CT
3,D121701827,AU,FLL2393,F,SI,SI,X,BR,8,2,CT
1,D121701828,MO,DUY7967,M,23,SI,X,BR,5,2,CO
2,D121701828,AU,AFZ2491,M,SI,SI,X,SA,8,2,CO
1,D121701834,SI,,M,44,SI,X,BR,5,4,AT
1,D121701836,MO,,M,17,IN,X,BR,5,2,CH
2,D121701839,MO,,M,20,SI,X,BR,8,2,CO
1,D121701839,AU,ENF1016,F,19,SI,X,BR,5,2,CO
1,D121701840,MO,EWF7460,M,51,SI,X,BR,8,2,CO
2,D121701840,SI,FHQ5079,F,39,SI,X,BR,8,2,CO
1,D121701844,MO,EJM4958,M,26,SI,X,BR,3,2,CO
2,D121701844,AU,OFR3122,M,SI,SI,X,BR,8,2,CO
1,D121701864,MO,,M,27,IN,X,BR,3,2,CO
2,D121701864,AU,KVF5194,M,44,SI,X,BR,3,2,CO
1,D121701866,AU,DUM8749,F,27,SI,X,BR,7,2,CO
2,D121701866,MO,EXM8008,M,38,SI,X,BR,5,2,CO
1,D121701869,SI,,X,SI,SI,X,BR,8,4,AT
1,D121701870,CM,GGG0668,M,SI,SI,X,BR,8,4,AT
1,D121701873,AU,CSC8044,M,60,SI,X,BR,7,4,AT
1,D121701874,MO,BSW4397,M,17,IN,X,BR,8,2,CV
2,D121701874,ON,DTC6884,M,48,SI,X,BR,8,2,CV
1,D121701877,MO,DOP2089,M,29,SI,X,BR,3,2,CT
2,D121701877,AU,,X,SI,SI,X,BR,8,2,CT
1,D121701880,ON,DTA4056,M,38,SI,X,BR,8,2,QD
1,D121701881,MO,DTN9956,M,25,IN,X,BR,8,2,CO
2,D121701881,AU,FLG2381,M,31,SI,X,BR,7,2,CO
1,D121701886,MO,DKJ8463,F,29,SI,X,BR,5,2,CL
2,D121701886,AU,BMI2671,M,42,SI,X,BR,2,2,CL
1,D121701892,AU,FZP2695,M,34,SI,X,BR,5,2,CL
2,D121701892,MO,FKL8539,M,24,SI,X,BR,3,2,CL
1,D121701895,MO,EXK6709,M,21,SI,X,BR,8,4,AT
1,D121701896,SI,EWO5022,F,28,SI,X,BR,8,4,AT
2,D121701898,AU,BOD2676,M,23,SI,X,BR,8,2,CP
1,D121701898,AU,CLF4288,M,30,SI,X,BR,8,2,CP
