X,Y,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,FONTE,VIATURA,DP,TALAO,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,PLACA1,TIPO_PLAC1,PLACA2,TIPO_PLAC2,PLACA3,TIPO_PLAC3,TIPO_ACIDE,MI_PRINX
318770.545949419,7382092.14384494,D051700494,44946,,395,,2017/05/12 00:00:00.000,1250,2,D,,47,4715,,,11000000000000000,0100,SO3,19,,44946,,EOU1688,MO,EJT2174,AU,,,CO,347964
345322.724945567,7393368.48855381,D051700495,17135,,555,,2017/05/27 00:00:00.000,2130,2,D,,41,5109,,,11000000000000000,0100,SE1,4,,17135,,CFY3035,MO,CIP6955,AU,,,CV,347965
330183.54083859,7398314.27407758,D051700496,04561,,7207,,2017/05/11 00:00:00.000,0230,2,D,,23,1825,B,,10000000000000000,0100,TT,6,,29772,,OQL3710,AU,,,,,CH,347966
336841.503110547,7395143.91805052,D051700497,00543,,2700,,2017/05/08 00:00:00.000,1434,4,D,,08,3039,,,10000000000000000,0100,LE1,53,,00543,,,,,,,,AT,347967
337165.628237876,7398906.17083178,D051700498,00541,01930,,,2017/05/08 00:00:00.000,1901,2,D,,09,4423,,,11000000000000000,0100,CN2,89,,00541,01930,DWW8125,MO,ELW6757,AU,,,CO,347968
331867.334908979,7394927.47262354,D051700499,05245,,584,,2017/05/05 00:00:00.000,0905,2,D,,04,1984,,,10000000000100000,0100,CN3,66,,05245,,BTB0447,CM,EIQ1162,CM,,,CT,347969
331579.149570387,7381516.33325887,D051700500,05606,,3350,,2017/05/20 00:00:00.000,2300,2,D,,43,921,B,,01010000000000000,0100,SU3,22,,05606,,ESI4969,MO,DJM5678,CA,,,CO,347970
335214.872904903,7393402.7304018,D051700501,19958,18060,,,2017/05/21 00:00:00.000,2106,2,D,,08,3357,,,20000000000000000,0101,SU1,14,,18060,19958,EBH6845,AU,CRU8200,AU,,,CL,347971
333184.535911492,7389136.86928461,D051700502,00263,,940,,2017/05/08 00:00:00.000,1035,4,D,,16,4514,,,00100000000000000,0001,SU1,77,,00263,,EFW8936,ON,,,,,AT,347972
329387.069780205,7386204.25034742,D051700503,20036,07791,,,2017/05/10 00:00:00.000,1015,2,D,,27,2461,,,11000000000000000,0100,SO1,15,,07791,20036,EXE4404,MO,CAI0127,AU,,,CV,347973
328525.691226197,7382008.98138813,D051700504,07917,,1032,,2017/05/02 00:00:00.000,1747,2,D,,99,1243,,,11000000000000000,0100,SU3,16,,07917,,FIV8664,MO,FLJ5752,AU,,,CO,347974
329989.549670257,7391418.44669172,D051700505,01584,,300,,2017/05/17 00:00:00.000,1605,2,D,,15,1960,,,10001000000000000,0100,SO1,45,,01584,,CRA0015,AU,,,,,CO,347975
330607.502231064,7393564.29103651,D051700506,10362,,85,,2017/05/22 00:00:00.000,1605,2,D,,78,4702,,,11000000000000000,0100,OE1,45,,10362,,FBH9607,MO,EMX2668,AU,,,CO,347976
322805.504482383,7385183.18401685,D051700507,08000,,6195,,2017/05/04 00:00:00.000,1845,2,D,,89,3229,,,11000000000000000,0100,SO2,83,,08000,,FAP4163,MO,FKD6946,AU,,,CF,347977
339299.868133579,7392021.28653589,D051700508,00383,,38,,2017/05/25 00:00:00.000,1827,2,D,,57,1787,,,01000000000000000,0100,SE2,1,,00383,,BYL6557,MO,BFB5655,AU,,,CH,347978
325899.954163481,7375451.11756677,D051700509,05127,,545,,2017/05/31 00:00:00.000,2346,4,D,,101,5136,,,00000000000000010,0100,SU4,23,,05127,,,,,,,,AT,347979
350894.710745529,7385911.13862702,D051700510,17824,17269,,,2017/05/01 00:00:00.000,2003,4,D,,55,4306,C,,10000000000000000,0100,SE2,75,,17269,17824,DFE4276,AU,,,,,AT,347980
342502.547378991,7394723.07005507,D051700511,35211,,404,,2017/05/13 00:00:00.000,1758,2,D,,31,2098,,,11000000000000000,0100,SE1,20,,35211,,FUG3115,MO,OKG8942,AU,,,CL,347981
329077.802670061,7388744.58160442,D051700512,04249,,50,,2017/05/12 00:00:00.000,1030,2,D,,96,1681,,,00100000000000000,0100,SO1,35,,04249,,DTA4281,ON,,,,,QD,347982
350567.934066972,7394646.18999551,D051700513,09580,,6751,,2017/05/12 00:00:00.000,1622,4,D,,65,1499,,,10000000000000000,0100,SE1,24,,09580,,CHR4287,AU,,,,,AT,347983
324102.02078502,7384747.21391314,D051700514,13014,,16500,,2017/05/23 00:00:00.000,0915,4,D,,34,5640,R,,01000000000000000,0100,PB,83,,13014,,DYX7578,MO,,,,,AT,347984
332404.579846541,7401789.99951741,D051700515,14242,,2203,,2017/05/27 00:00:00.000,0140,2,D,,38,2339,,,11000000000000000,0100,CN1,51,,14242,,DGT6249,MO,EJG1485,AU,,,CF,347985
330296.399507662,7383523.72230125,D051700516,05965,,248,,2017/05/26 00:00:00.000,2158,2,D,,35,5193,,,10100000000000000,0200,SU3,38,,05965,,CIC6837,AU,DTA4248,ON,,,CO,347986
331010.512072816,7404220.32352327,D051700517,13374,,131,,2017/05/28 00:00:00.000,2256,4,D,,38,4066,,,01000000000000000,0300,CN1,13,,13374,,EQS9736,MO,,,,,AT,347987
326501.516446055,7379026.63692409,D051700518,17110,,2000,,2017/05/05 00:00:00.000,2158,2,D,,102,4926,,,11000000000000000,0200,SU4,79,,17110,,DFC2232,MO,,,,,CO,347988
349033.80135517,7388062.93153161,D051700519,10141,,100,,2017/05/09 00:00:00.000,1200,2,D,,69,4937,,,11000000000000000,0100,SE1,73,,10141,,IRD8487,MO,,,,,CO,347989
355396.162139051,7393617.07460566,D051700520,43405,,5630,,2017/05/22 00:00:00.000,0930,2,D,,54,2702,,,30000000000000000,0100,LE3,31,,43405,,FIG5502,AU,BGP4877,AU,GVW1899,AU,CO,347990
321533.128121065,7394487.21937555,D051700521,79630,00831,,,2017/05/01 00:00:00.000,0010,2,D,,93,1979,C,,01000000000000000,0100,OE2,41,,00831,79630,EKI7691,MO,,,,,QM,347991
355226.176371751,7390032.89037513,D051700522,43405,,,NC,2017/05/27 00:00:00.000,0500,2,D,,54,2865,,,10000000000000000,0100,LE3,33,,43405,,FCK8888,AU,,,,,CH,347992
334368.204444422,7392934.43029953,D051700523,11515,,360,,2017/05/30 00:00:00.000,1600,4,D,,06,2028,,,00000000000000010,0100,SU1,14,,11515,,,,,,,,AT,347993
320835.018307224,7395904.3856376,D051700524,00831,,2258,,2017/05/08 00:00:00.000,2030,2,D,,93,2478,,,02000000000000000,0300,OE2,41,,00831,,FAV6445,MO,EHS9077,MO,,,CO,347994
342689.882565979,7395569.97909663,D051700525,07645,11325,,,2017/05/22 00:00:00.000,0410,4,D,,21,4088,,,00000000000000010,0001,SE1,20,,07645,11325,,,,,,,AT,347995
331852.182115644,7394824.40860112,D051700526,33667,,,,2017/05/27 00:00:00.000,0500,4,D,,77,3605,,,00000000000000010,0001,CN3,66,,33667,,,,,,,,AT,347996
342222.135507551,7395892.64789805,D051700527,14178,18067,,,2017/05/24 00:00:00.000,2027,2,D,,30,2272,,,10000000000100000,0300,SE1,20,,14178,18067,EUQ9213,AU,ELD2341,CM,,,CV,347997
331038.28543589,7381577.18087763,D051700528,09180,,202,,2017/05/02 00:00:00.000,1345,4,D,,43,1431,,,10000000000000000,0100,SU3,22,,09180,,DWP7318,AU,,,,,AT,347998
335139.993149577,7395391.2088092,D051700529,16870,10585,,,2017/05/04 00:00:00.000,1015,2,D,,12,900042,,,11000000000000000,0100,LE1,10,,10585,16870,AWW9816,AU,,,,,CO,347999
339797.494148972,7396657.3974941,D051700530,13115,06956,,,2017/05/07 00:00:00.000,2010,2,D,,52,3669,,,10000000000100000,0401,LE1,80,,06956,13115,FCX3578,CM,DJM8852,AU,,,CL,348000
344264.737376355,7392999.32572757,D051700531,10503,,1926,,2017/05/07 00:00:00.000,0751,2,D,,41,2222,,,11000000000000000,0100,SE1,4,,10503,,NOJ6088,MO,AQL8415,AU,,,CF,348001
332232.233715943,7382879.29657952,D051700532,05393,,451,,2017/05/31 00:00:00.000,0620,2,D,,97,2851,,,11000000000000000,0200,SU3,38,,05393,,EFJ0232,MO,MXV3380,AU,,,CO,348002
353696.758437402,7398890.10263656,D051700533,30240,,12068,,2017/05/13 00:00:00.000,1330,2,D,,32,4003,,,11000000000000000,0100,LE2,74,,30240,,DQU8480,MO,PVY5602,AU,,,CO,348003
328088.695582565,7401855.16004778,D051700534,21124,,236,,2017/05/22 00:00:00.000,1242,4,D,,28,1994,,,10000000000000000,0100,NO2,29,,21124,,HFF3825,AU,,,,,AT,348004
332387.881643541,7378845.50841445,D051700535,08269,,1006,,2017/05/14 00:00:00.000,0012,2,D,,98,3931,,,02000000000000000,0100,SU3,22,,08269,,,,,,,,CO,348005
322712.890670445,7406253.18523961,D051700536,18594,,467,,2017/05/01 00:00:00.000,2256,2,D,,74,3338,,,01100000000000000,0100,NO2,42,,18594,,DWZ0635,MO,ECT4236,ON,,,CL,348006
332846.503214146,7389840.60753063,D051700537,06013,17991,,,2017/05/28 00:00:00.000,0400,2,D,,16,5223,,,10000000000000000,0400,SU2,90,,06013,17991,FFV2792,AU,,,,,CH,348007
351083.41099959,7392650.30655207,D051700538,35942,,137,,2017/05/28 00:00:00.000,0109,2,D,,53,3660,,,01000000000000000,0101,SE1,57,,35942,,,,,,,,QM,348008
325527.463421401,7391896.6015816,D051700539,17822,,300,,2017/05/12 00:00:00.000,2000,2,D,,34,3482,,,11000000000000000,0100,OE3,12,,17822,,EWB5650,MO,PZI4941,,,,CO,348009
353664.711735262,7389814.22428831,D051700540,09044,,5720,,2017/05/22 00:00:00.000,2200,2,D,,54,5060,,,20000000000000000,0301,SE1,33,,09044,,LCB4715,AU,MRX1220,AU,,,CF,348010
356296.565880521,7391070.81286685,D051700541,45593,,,NC,2017/05/03 00:00:00.000,0729,2,D,,54,2857,,,11000000000000000,0100,LE3,25,,45593,,DOB4860,MO,GFX8999,AU,,,CT,348011
320816.890190533,7383804.04129538,D051700542,46544,29212,,,2017/05/16 00:00:00.000,1040,2,D,,37,2361,C,,11000000000000000,0100,SO3,46,,29212,46544,DRV9130,MO,DZB5082,AU,,,CO,348012
324620.009163657,7399089.06843264,D051700543,12436,19005,,,2017/05/02 00:00:00.000,1810,2,D,,91,3138,,,11000000000000000,0100,TT,48,,12436,19005,BFG6911,MO,,,,,CO,348013
332893.133443911,7396372.80515371,D051700544,18993,12383,,,2017/05/25 00:00:00.000,1615,2,D,,02,3552,,,11000000000000000,0100,CN3,9,,12383,18993,EMR8150,AU,FDR8699,,,,CO,348014
350083.842951215,7397434.53072448,D051700545,45038,,616,,2017/05/20 00:00:00.000,0315,2,D,,64,4075,,,01000000000000000,0100,LE3,37,,45038,,,,,,,,QM,348015
336317.684068619,7389092.59376787,D051700546,18760,,10,,2017/05/08 00:00:00.000,1410,4,D,,17,1871,,,10000000000000000,0100,SE2,34,,18760,,EEO7036,AU,,,,,AT,348016
329543.986836973,7385482.51729964,D051700547,31919,,3550,,2017/05/09 00:00:00.000,2036,4,D,,27,4121,,,01000000000000000,0200,SO1,15,,31919,,FJX1898,MO,,,,,AT,348017
340724.493849789,7396430.72803229,D051700548,04736,04807,,,2017/05/29 00:00:00.000,1845,4,D,,52,4350,,,00100000000000000,0100,LE1,80,,04736,04807,EFW6229,ON,,,,,AT,348018
325929.678212914,7392120.69633719,D051700549,21690,,280,,2017/05/27 00:00:00.000,2256,4,D,,51,4580,,,10000000000000000,0400,OE2,12,,21690,,,,,,,,AT,348019
327172.852463162,7382290.36411658,D051700550,14743,,272,,2017/05/08 00:00:00.000,1756,2,D,,99,1513,,,11000000000000000,0100,SU3,16,,14743,,FAY1566,MO,EMC9037,AU,,,CO,348020
357685.087289066,7393994.11707686,D051700551,40249,,490,,2017/05/10 00:00:00.000,1125,4,D,,44,2604,,,01000000000000000,0100,LE3,31,,40249,,DUZ4161,MO,,,,,AT,348021
334252.377635512,7396211.3819536,D051700552,03812,,1058,,2017/05/30 00:00:00.000,0641,2,D,,12,3584,,,01100000000000000,0100,LE1,10,,03812,,EKD3305,MO,GER8381,ON,,,CO,348022
321531.669478476,7397774.08741979,D051700553,33234,,1770,,2017/05/16 00:00:00.000,0710,2,D,,33,4435,,,11000000000000000,0100,TT,40,,29772,,EXE1068,MO,,,,,CO,348023
343073.450676553,7396707.26277267,D051700554,07645,,2200,,2017/05/29 00:00:00.000,0620,2,D,,21,2107,,,11000000000000000,0200,LE1,91,,07645,,DOE1014,MO,EZK5400,AU,,,CT,348024
326881.188666303,7379015.10379634,D051700555,09220,,6000,,2017/05/31 00:00:00.000,1910,2,D,,99,1753,,,01000000000100000,0100,SU3,23,,09220,,ESW6338,MO,EZO1435,CM,,,CO,348025
322121.1900829,7388221.19095425,D051700556,08483,18821,,,2017/05/12 00:00:00.000,1440,2,D,,34,3441,,,01000000000100000,0100,OE3,94,,08483,18821,DRX2370,MO,FHB4186,CM,,,SI,348026
342028.536589302,7393141.12817192,D051700557,06239,,1300,,2017/05/18 00:00:00.000,0630,2,D,,58,1146,,,20110000000000000,1200,SE1,85,,06239,,EZL9378,AU,DRB7585,AU,EIU0762,ON,CF,348027
333883.796561414,7395541.03081005,D051700558,13853,,291,,2017/05/03 00:00:00.000,0905,2,D,,01,2147,,,11000000000000000,0100,CN3,78,,13853,,DZS4858,MO,BGH9364,AU,,,CO,348028
343121.796409467,7399984.89574124,D051700559,11395,,40,,2017/05/29 00:00:00.000,0319,4,D,,10,4315,,,00000000000000010,0100,LE2,18,,11395,,,,,,,,AT,348029
337470.319446585,7395157.22715503,D051700560,19306,,10,,2017/05/12 00:00:00.000,1600,4,D,,08,3126,,,10000000000000000,0100,SE1,53,,19306,,EFU3717,AU,,,,,AT,348030
325271.49418304,7385794.10614024,D051700561,06238,,14859,,2017/05/18 00:00:00.000,1800,2,D,,11,1764,,,11000000000000000,0100,PB,71,,13014,,DGT4896,MO,GGD4706,AU,,,CO,348031
331263.500115982,7393756.94340261,D051700562,14804,,1840,,2017/05/13 00:00:00.000,1530,4,D,,04,4450,,,10000000000000000,0001,OE1,7,,14804,,FTY9063,AU,,,,,AT,348032
338699.037682098,7398374.91419992,D051700563,27099,,23000,,2017/05/27 00:00:00.000,0530,2,D,,19,5357,,,30000000000000000,0201,RV1,89,,27099,,AIB8979,AU,CGB5409,AU,EGN3901,AU,CH,348033
347336.284039377,7387568.61744054,D051700564,64774,,85,,2017/05/23 00:00:00.000,2300,2,D,,69,4966,,,11000000000000000,0200,SE2,76,,64774,,EIE8511,MO,DHX6329,AU,,,CO,348034
334074.028464475,7399156.46864252,D051700565,05567,,2463,,2017/05/16 00:00:00.000,0840,4,D,,09,3221,,,01000000000000000,0100,CN2,70,,05567,,FSW5283,MO,,,,,AT,348035
320013.533479741,7380036.53989052,D051700566,12403,,3621,,2017/05/27 00:00:00.000,1306,2,D,,92,5131,,,01100000000000000,0100,SO3,43,,12403,,EQP5081,MO,ECT1276,ON,,,SI,348036
360002.215209641,7400789.496367,D051700567,21191,,345,,2017/05/06 00:00:00.000,1650,2,D,,50,4168,,,00100000000000000,0100,LE2,36,,21191,,,,,,,,QF,348037
334341.849461155,7399958.90111005,D051700568,20089,,395,,2017/05/23 00:00:00.000,1928,4,D,,09,4973,B,,01000000000000000,0200,CN2,70,,20089,,FMZ8739,MO,,,,,AT,348038
321676.583229658,7393373.84396651,D051700569,05309,,4300,,2017/05/18 00:00:00.000,1750,2,D,,93,2303,,,11000000000000000,0100,OE2,67,,05309,,FAP6602,MO,FFE9913,AU,,,CO,348039
358129.388372122,7395097.0869308,D051700570,60030,,385,,2017/05/29 00:00:00.000,1530,2,D,,68,2024,,,10000000000000000,0100,LE3,96,,60030,,DWS9375,AU,,,,,CH,348040
319190.485652377,7381541.33948299,D051700571,06334,,600,,2017/05/09 00:00:00.000,0730,2,D,,47,1866,,,00100000000000000,0100,SO3,19,,06334,,,,,,,,QF,348041
353738.580144729,7397401.15314609,D051700572,05679,,900,,2017/05/21 00:00:00.000,2217,2,D,,32,4241,B,,01010000000000000,0100,LE3,37,,05679,,EWH5183,MO,DPE8126,CA,,,CO,348042
338396.818657135,7385571.61736065,D051700573,09260,,170,,2017/05/04 00:00:00.000,1834,2,D,,95,2772,,,01000000000000000,0200,SE2,68,,09260,,FAQ4720,MO,DQV5160,AU,,,CH,348043
330980.401397887,7387764.51691663,D051700574,35829,,600,,2017/05/23 00:00:00.000,1150,2,D,,16,4505,,,11000000000000000,0100,SU2,32,,35829,,FXY5134,MO,KNX5966,AU,,,CO,348044
341773.698299684,7398424.70972461,D051700575,07703,,504,,2017/05/07 00:00:00.000,0130,2,D,,10,3683,,,01000000000000000,0100,LE1,59,,07703,,DVF2893,MO,,,,,QM,348045
327853.559428558,7401608.85475012,D051700576,20685,,157,,2017/05/12 00:00:00.000,1330,2,D,,28,4345,,,11000000000000000,0100,NO2,29,,20685,,FHX7572,MO,FAW4087,AU,,,CO,348046
354596.023884813,7396782.33776299,D051700577,70694,,105,,2017/05/22 00:00:00.000,1241,4,D,,68,1944,,,00000000000000010,0100,LE3,96,,70694,,,,,,,,AT,348047
341997.655609718,7396398.67056727,D051700578,02181,,364,,2017/05/05 00:00:00.000,0845,2,D,,21,1814,,,11000000000000000,0100,SE1,20,,02181,,EOZ1751,MO,CCZ9605,AU,,,CL,348048
338115.201473771,7403335.13893806,D051700579,01429,,11360,,2017/05/14 00:00:00.000,0807,2,D,,46,3328,,,01000000000000000,0200,RV1,39,,01429,,,,,,,,QM,348049
358166.566252647,7390602.27044325,D051700580,48185,,,NC,2017/05/07 00:00:00.000,2122,2,D,,54,4541,,,11000000000000000,0100,LE3,25,,48185,,BYL6648,MO,ELT9754,AU,,,CO,348050
346859.882067594,7395345.74985706,D051700581,18454,,523,,2017/05/17 00:00:00.000,2141,2,D,,21,3951,,,01000000000100000,0100,LE3,91,,18454,,EXG9259,MO,DPN0221,CM,,,CT,348051
344651.055637736,7388993.94247298,D051700582,24338,,8580,,2017/05/27 00:00:00.000,1845,2,D,,70,5103,,,20000000000000000,0200,SE2,76,,24338,,DJC7306,AU,CYK8229,AU,,,CO,348052
328854.139811264,7388573.8333104,D051700583,32110,00930,,,2017/05/25 00:00:00.000,0949,2,D,,96,1838,,,01001000000000000,0100,SO1,35,,00930,32110,EXH3708,MO,,,,,CO,348053
322975.675354022,7383817.36840688,D051700584,10270,75762,,,2017/05/14 00:00:00.000,2100,2,D,,92,5573,C,,11000000000000000,0100,SO3,46,,10270,75762,DUY7651,MO,,,,,CO,348054
345138.020860273,7394190.710137,D051700585,02181,,3770,,2017/05/17 00:00:00.000,2230,2,D,,21,3954,,,11000000000000000,0100,SE1,20,,02181,,DRY7318,MO,ECT6256,AU,,,CL,348055
0,0,D051700586,98750,,,NC,2017/05/15 00:00:00.000,0807,2,D,,49,4794,,,01000000000000000,0001,SI,SI,,98750,,,,,,,,QM,348056
349555.997095341,7398262.02439116,D051700587,09084,,1194,,2017/05/18 00:00:00.000,1830,4,D,,63,4153,,,10000000000000000,0100,LE2,87,,09084,,DWL7036,AU,,,,,AT,348057
332140.140931757,7395445.71745653,D051700588,17000,02301,,,2017/05/17 00:00:00.000,1730,2,D,,03,2688,,,00001000000000000,0100,CN3,66,,02301,17000,,AU,,,,,QB,348058
324272.354093896,7384600.96273533,D051700589,06238,,16741,,2017/05/12 00:00:00.000,0350,2,D,,11,3418,I,,01000000000000000,0101,PB,71,,13014,,DZO0819,MO,,,,,CH,348059
340684.717837175,7391111.58031505,D051700590,15032,,172,,2017/05/04 00:00:00.000,0707,2,D,,42,1116,,,11000000000000000,0100,SE2,72,,15032,,DUX3719,MO,EMV2363,AU,,,CO,348060
349435.19767503,7395757.96830081,D051700591,22555,,800,,2017/05/11 00:00:00.000,1740,2,D,,68,1817,,,00101000000000000,0100,LE3,5,,22555,,ECT8929,ON,,,,,CL,348061
337608.530139657,7405022.45639667,D051700592,14767,13133,,,2017/05/18 00:00:00.000,1424,2,D,,20,4794,B,,11000000000000000,0100,CN2,81,,13133,14767,ECY4152,MO,FAN8520,AU,,,CL,348062
323833.761398459,7384038.10398233,D051700593,35858,,1,,2017/05/27 00:00:00.000,0610,2,D,,92,1817,,,02000000000000000,0100,SO2,46,,35858,,DYV9538,MO,DXI4259,MO,,,CO,348063
330315.26237962,7392045.55988405,D051700594,03386,04879,,,2017/05/19 00:00:00.000,1638,2,D,,15,2000,,,11000000000000000,0100,SO1,45,,03386,04879,FAY0358,MO,FXW9493,AU,,,CO,348064
325141.045377944,7377637.6932724,D051700595,02483,,4000,,2017/05/07 00:00:00.000,0620,2,D,,102,4966,,,20000000000000000,0201,SU4,79,,02483,,EWP5275,AU,EUU0499,AU,,,CH,348065
329035.133372111,7371876.35281746,D051700596,03509,,4045,,2017/05/30 00:00:00.000,0540,2,D,,101,5191,B,,11000000000000000,0100,SU4,30,,03509,,EJO6268,MO,,,,,CL,348066
353147.052649452,7389836.27017082,D051700597,09044,,4746,,2017/05/07 00:00:00.000,1336,4,D,,49,4527,,,01000000000000000,0100,SE1,33,,09044,,FIE7587,MO,,,,,AT,348067
338140.859603847,7386145.90218613,D051700598,15598,,557,,2017/05/24 00:00:00.000,1020,2,D,,95,1332,,,11000000000000000,0100,SE2,68,,15598,,FSV9339,MO,GKG6203,AU,,,CL,348068
341580.441737558,7388315.49490923,D051700599,12532,16826,,,2017/05/01 00:00:00.000,2107,2,D,,42,900065,,,11000000000000000,0100,SE2,93,,12532,16826,BXV9355,MO,DVD8839,AU,,,CV,348069
334366.066899073,7389718.92752956,D051700600,19583,,4600,,2017/05/25 00:00:00.000,1020,2,D,,06,1987,,,11000000000000000,0100,SU1,90,,19583,,FTL4840,AU,,,,,CO,348070
346098.697357955,7388639.49350534,D051700601,17824,,9794,,2017/05/16 00:00:00.000,1520,2,D,,70,1818,,,11100000000000000,0100,SE2,76,,17824,,EFM8121,MO,EZL5720,AU,GKF7205,ON,CT,348071
323667.719905088,7367160.3858798,D051700602,33015,,3184,,2017/05/23 00:00:00.000,1900,2,D,,25,4814,,,11000000000000000,0100,SU4,55,,33015,,DOL3205,AU,GJB0334,,,,CV,348072
334093.259202534,7401086.30975089,D051700603,20089,,1590,,2017/05/06 00:00:00.000,0747,2,D,,09,4331,,,00101000000000000,0100,CN2,70,,20089,,FAU4847,ON,,,,,CO,348073
348068.145242296,7396358.36769514,D051700604,12156,,1500,,2017/05/15 00:00:00.000,1440,4,D,,65,1409,,,01000000000000000,0200,LE3,5,,12156,,DND6083,MO,,,,,AT,348074
331543.11260878,7387828.83872935,D051700605,09159,,1485,,2017/05/12 00:00:00.000,1146,2,D,,16,2808,,,11000000000000000,0100,SU2,77,,09159,,DAC0724,MO,EBC4742,AU,,,CO,348075
342079.818561612,7390747.74447146,D051700606,24338,,4470,,2017/05/05 00:00:00.000,2230,2,D,,42,2877,,,30000000000000000,0100,SE2,72,,24338,,,AU,ELT0872,AU,DEM6678,,CT,348076
327229.760865413,7403218.32606176,D051700607,15485,,1569,,2017/05/18 00:00:00.000,2006,2,D,,45,3772,,,11000000000000000,0100,NO2,11,,15485,,ESL7216,MO,FGC1334,,,,CV,348077
320781.503839143,7401134.11101353,D051700608,17049,,320,,2017/05/07 00:00:00.000,1130,2,D,,33,3036,,,11000000000000000,0100,NO1,95,,17049,,BYY0673,MO,EBE6904,AU,,,CO,348078
348225.803388378,7398112.20388722,D051700609,17045,,399,,2017/05/28 00:00:00.000,2200,2,D,,64,4314,,,01000000000000000,0100,LE2,64,,17045,,,,,,,,CH,348079
344017.751377582,7389580.02170982,D051700610,19708,,5500,,2017/05/05 00:00:00.000,0818,2,D,,70,1815,,,11000000000000000,0100,SE2,76,,19708,,EWG5587,MO,FAK7181,AU,,,CL,348080
326454.753577028,7401081.24489852,D051700611,36284,,1030,,2017/05/17 00:00:00.000,1330,2,D,,28,1953,,,11000000000000000,0200,NO2,29,,36284,,DLX0589,MO,CDH9652,AU,,,CO,348081
328536.317731992,7392112.5185873,D051700612,05874,16456,,,2017/05/15 00:00:00.000,1719,2,D,,15,2092,,,11000000000000000,0100,OE1,62,,02609,05874,FVC1377,MO,FTI4594,AU,,,CV,348082
333928.668910821,7401395.88096091,D051700613,19884,,3315,,2017/05/31 00:00:00.000,2013,2,D,,20,5187,,,11000000000000000,0100,CN2,70,,19884,,FAV2723,MO,FWR5667,AU,,,CO,348083
332233.757835158,7383163.17873902,D051700614,32522,,900,,2017/05/19 00:00:00.000,1800,2,D,,97,3124,,,11000000000000000,0100,SU3,38,,32522,,DYZ9336,MO,FGD6350,AU,,,CV,348084
353664.711735262,7389814.22428831,D051700615,09044,,5700,,2017/05/25 00:00:00.000,1430,2,D,,54,2811,,,10100000000000000,0100,SE1,33,,09044,,LLE2514,AU,ELW9121,ON,,,CT,348085
333709.002052469,7377686.57361373,D051700616,08246,,500,,2017/05/12 00:00:00.000,2015,2,D,,98,3719,,,11000000000000000,0100,SU3,58,,08246,,FDP1819,MO,FVI8341,AU,,,CO,348086
347274.665392451,7398170.76252783,D051700617,10922,16835,,,2017/05/30 00:00:00.000,1500,2,D,,24,4354,,,11000000000000000,0100,LE2,64,,10922,16835,EXJ0710,MO,FGJ9731,AU,,,CV,348087
331868.283023038,7392917.30666861,D051700618,12165,,1944,,2017/05/08 00:00:00.000,1830,2,D,,78,568,,,11000000000000000,0100,SO1,7,,12165,,FKL5497,MO,FYU5015,AU,,,CO,348088
329041.317127067,7388461.17319356,D051700619,00999,,2468,,2017/05/08 00:00:00.000,1445,2,D,,96,1738,,,00100000000000000,0100,SO1,35,,00999,,EFV4855,,,,,,QD,348089
327327.180990699,7389460.84113139,D051700620,43419,,1,,2017/05/23 00:00:00.000,1835,2,D,,96,1824,,,11000000000000000,0100,PB,35,,43419,,EGY6499,MO,EIN8145,AU,,,CL,348090
343364.173732413,7389615.44136648,D051700621,19708,,5000,,2017/05/31 00:00:00.000,0950,2,D,,70,1977,C,,11000000000000000,0100,SE2,76,,19708,,DYY7476,MO,DMK0535,AU,,,CV,348091
351202.526643577,7396747.69993084,D051700622,06573,,100,,2017/05/15 00:00:00.000,1330,4,D,,64,2954,,,00100000000000000,0100,LE3,37,,06573,,EZL5493,ON,,,,,AT,348092
334998.521096115,7386195.73618049,D051700623,46670,,1,,2017/05/29 00:00:00.000,0630,2,D,,35,2749,,,11000000000000000,0100,SU1,27,,46670,,,,,,,,CO,348093
327433.625003141,7403179.96498046,D051700624,15485,21596,,,2017/05/04 00:00:00.000,0850,2,D,,45,1096,,,11000000000000000,0100,NO2,11,,15485,21596,FFJ7125,MO,CMF1463,AU,,,CV,348094
337705.195357141,7409078.69683274,D051700625,18151,,2080,,2017/05/22 00:00:00.000,2146,2,D,,20,4932,,,11000000000000000,0200,CN2,81,,18151,,DZM3962,MO,EUI1274,AU,,,SI,348095
324163.293104885,7363705.22676713,D051700626,36031,,200,,2017/05/14 00:00:00.000,0340,2,D,,25,4479,C,,00000000000100000,0200,SU4,55,,36031,,DIV6361,CM,,,,,CH,348096
345940.847832551,7399105.6693185,D051700627,13881,,2293,,2017/05/15 00:00:00.000,0705,4,D,,24,3931,B,,00010000000000000,0100,LE2,64,,13881,,EVK1257,CA,,,,,AT,348097
324152.240940634,7394348.69428582,D051700628,06238,,4700,,2017/05/05 00:00:00.000,0120,2,D,,14,3860,,,01000000000000000,0100,PB,2,,13014,,,,,,,,QM,348098
334597.019528564,7388919.58521631,D051700629,17755,,1800,,2017/05/09 00:00:00.000,1235,2,D,,17,1595,,,11000000000000000,0100,SU1,27,,17755,,FVP1547,MO,FPP2974,AU,EXB5775,AU,CF,348099
